"","tf"
"6개월",198
"종영",198
"강호동",144
"하차",102
"폐지",93
"결정",86
"전원",64
"멤버",57
"좋다",51
"이승기",50
"아쉽다",48
"전원하차",42
"kbs",41
"news",41
"결국",41
"끝나다",39
"시즌2",37
"많다",36
"전격폐지",36
"정말",34
"진짜",34
"6개월후",32
"아니다",32
"박2",31
"무한도전",29
"mbn",28
"프로그램",28
"6개월뒤",26
