"","tf"
"좋다",56
"슬프다",33
"재미있",17
"좋아하다",16
"좋아",15
"행복",13
"웃다",11
"아쉬",10
"슬프",7
"속상",6
"아프",6
"막장",5
"보고싶어",5
"싫다",5
"즐겁다",5
"미치다",4
"불쌍",4
"걱정",3
"사랑하",3
"슬픔",3
"존나",3
