"","tf"
"버킷리스트",92
"이동욱",64
"ost",51
"사랑",43
"김선아",39
"좋다",33
"김선",32
"싶다",25
"완전",22
"본방사수",18
"사람",18
"강지욱",16
"만나다",16
"생각",16
"엄기준",16
"진짜",16
"sbs",15
"멋지다",15
"연재",13
