"","tf"
"좋다",40
"웃다",15
"웃기다",14
"좋아",13
"좋아하다",13
"사랑하",8
"행복",8
"부럽다",6
"슬프다",6
"재미있",6
"미치다",5
"싫다",5
"존나",5
"웃음",4
"즐겁다",3
"걱정",2
"기쁘다",2
"멋지다",2
"보고싶다",2
"아쉬",2
