"","tf"
"좋다",18
"행복",12
"걱정",6
"즐겁",5
"아프",4
"멋지다",3
"좋아하다",3
"보고싶어",2
"슬프다",2
"아쉬",2
"웃다",2
"웃음",2
"재미있",2
"좋아",2
"즐겁다",2
"무섭",1
"반가",1
"보고싶다",1
"뿌듯해",1
"슬프",1
"슬픔",1
"싫다",1
"우울",1
"웃기다",1
"재미없",1
