"","tf"
"좋다",16
"불쌍",5
"슬프다",4
"재미있",4
"걱정",3
"멋지다",3
"좋아",3
"행복",3
"미치다",2
"보고싶다",2
"속상",2
"싫다",2
"아프",2
"보고싶어",1
"부끄럽다",1
"불안",1
"뿌듯해",1
"슬프",1
"재미없",1
"좋아하다",1
