"","tf"
"좋다",12
"외로",7
"미치다",6
"아프",4
"좋아",4
"무섭",3
"웃기다",3
"재미있",3
"멋지다",2
"무서",2
"슬프",2
"좋아하다",2
"후회",2
"기쁘다",1
"막장",1
"미워",1
"보고싶어",1
"불쌍",1
"슬프다",1
"아쉬",1
"웃다",1
"존나",1
"즐겁다",1
"행복",1
