"","tf"
"118회",4
"바라다",4
"바람",4
"걸다",3
"그것",3
"그리다",3
"다시보기",3
"따다",3
"알고싶다",3
"지구",3
"120",2
"132",2
"357",2
"42",2
"81",2
"검색어",2
"그렇다",2
"급상승",2
"나가다",2
"네이버",2
"데자뷰",2
"디셈버",2
"비욘세",2
"세바퀴를",2
"소유",2
"실시",2
"씨스타",2
"우사인볼트",2
"이야기",2
"정수빈",2
"제가",2
"좋다",2
"토요일",2
"토익",2
"확인",2
