"","tf"
"좋다",60
"속상",28
"좋아하다",13
"즐겁다",12
"좋아",10
"웃기다",9
"보고싶어",8
"웃다",6
"사랑하",5
"웃음",5
"재미있",4
"걱정",3
"멋지다",3
"미치다",3
"무섭",2
"미워",2
"불쌍",2
"행복",2
