"","tf"
"한승연",41
"온유",38
"진짜",24
"좋다",20
"한승연이",18
"빅토리아",17
"아니다",16
"찍다",13
"권리세",12
"많다",12
"샤이",12
"티아라",12
"사랑",11
"언니",11
"닉쿤",10
"부부",9
