"","tf"
"다시보기",21
"10회",17
"9회",17
"무료다시보기",14
"의자왕",14
"이서진",13
"효민",13
"백동수",11
"무사백동수",9
"초영",9
"pooqmbc",8
"계백10",8
"송지효",8
"무사",7
"재미",7
"전투신",7
"효민이",7
"많다",6
