"","tf"
"슬프다",25
"좋다",21
"불쌍",10
"좋아",10
"행복",10
"아프",9
"슬프",7
"멋지다",6
"걱정",4
"우울",4
"재미있",3
"좋아하다",3
"무서",2
"미치다",2
"부럽다",2
"사랑하",2
"싫다",2
"웃음",2
"즐겁다",2
