"","tf"
"한승연",41
"온유",37
"우리결혼",23
"진짜",22
"좋다",19
"한승연이",18
"빅토리아",17
"샤이",13
"아니다",13
"권리세",12
"많다",12
"티아라",12
"사랑",11
"언니",11
"찍다",11
"닉쿤",10
"부부",10
"다시보기",8
"몰캉몰캉",8
"미투",8
"생각",8
"커플",8
"티아",8
"사람",7
"완전",7
"우결에",7
"우결을",7
"은정",7
"쿤토리아",7
"데이비드오",6
"방송",6
"시즌",6
"싶다",6
"정말",6
"차다",6
"친구",6
"나도",5
"우결tagquestion",5
"울다",5
"은정언니",5
"이거",5
"이장우",5
"제발",5
