"","tf"
"이승기",48
"박찬호",33
"강호동",31
"성시경",28
"여행",26
"박2",25
"시청자투어",23
"좋다",17
"친구",15
"나pd",13
"전현무",13
"제작비",13
"다녀오다",11
"일로",11
"주왕산",11
"제기",9
"에다",8
