"","tf"
"웃다",3
"좋다",3
"웃기다",2
"좋아",2
"미치다",1
"반가",1
"보고싶어",1
"씨발",1
"아퍼",1
"웃음",1
"존나",1
"좋아하다",1
"푸근하다",1
