"","tf"
"좋다",9
"무섭",5
"싫다",5
"무서",4
"웃기다",4
"보고싶어",3
"슬프다",3
"웃다",3
"속상",2
"존나",2
"좋아",2
"좋아하다",2
"두려",1
"멋지다",1
"불쌍",1
"사랑하",1
"슬프",1
"슬픔",1
"ㅆㅂ",1
"웃음",1
"행복",1
"행복하다",1
"화남",1
"후회",1
