"","tf"
"좋다",28
"웃기다",21
"좋아",15
"웃다",13
"멋지다",8
"웃음",8
"아프",7
"즐겁다",5
"행복",5
"미치다",4
"웃겨",4
"걱정",3
"부끄럽다",3
"부럽다",3
"슬프다",3
"싫다",3
"씨발",3
"존나",3
"좋아하다",3
"무섭",2
