"","tf"
"좋다",18
"행복",10
"좋아하다",5
"걱정",4
"속상",4
"싫다",4
"웃다",4
"좋아",3
"미워",2
"미치다",2
"부끄럽다",2
"우울",2
"웃기다",2
"웃음",2
"기쁘다",1
"두려",1
"멋지다",1
"무서",1
"보고싶어",1
"부럽다",1
"불안",1
"슬프다",1
"외롭다",1
"재미있",1
"존나",1
"즐겁다",1
