target_user,create_date,total_tweet_count,total_user_count,positive_tweet_count,positive_user_count,negative_tweet_count,negative_user_count
mashable,2011-05-15,4407,2754,1047,849,374,338
mashable,2011-05-16,5211,3331,1226,1003,454,381
mashable,2011-05-17,10374,6960,3294,2623,561,533
mashable,2011-05-18,10658,7090,2826,2284,1431,1280
mashable,2011-05-19,10044,6363,2818,2218,624,553
mashable,2011-05-20,9372,6105,3863,2861,448,424
mashable,2011-05-21,6491,3937,2119,1610,290,269
mashable,2011-05-22,3390,2391,1747,1471,221,215
mashable,2011-05-23,4863,3112,1505,1174,378,319
mashable,2011-05-24,9069,5864,2727,2099,1216,1074
mashable,2011-05-25,8248,5456,2414,1940,354,333
mashable,2011-05-26,8892,5735,2033,1481,203,186
mashable,2011-05-27,10671,7197,3032,2376,670,597
mashable,2011-05-28,5785,3897,1679,1271,459,420
mashable,2011-05-29,2931,1997,907,752,251,222
mashable,2011-05-30,4616,3265,1884,1437,592,535
mashable,2011-05-31,6129,4143,2716,2100,642,554
mashable,2011-06-01,11165,7723,3269,2718,780,659
mashable,2011-06-02,10837,7399,3959,3204,367,354
mashable,2011-06-03,8194,5873,2626,2174,546,540
mashable,2011-06-04,6037,4536,1759,1472,542,526
mashable,2011-06-05,3242,2437,951,761,165,164
mashable,2011-06-06,5019,3832,1127,1023,343,314
mashable,2011-06-07,9238,6876,2917,2497,456,446
mashable,2011-06-08,8398,6340,2968,2573,596,577
mashable,2011-06-09,8485,6300,2594,2227,754,735
mashable,2011-06-10,8996,6748,2911,2332,493,471
mashable,2011-06-11,6306,4478,1560,1133,848,756
mashable,2011-06-12,3372,2537,874,733,277,268
mashable,2011-06-13,4683,3417,973,863,958,838
mashable,2011-06-14,7361,5391,1881,1550,343,326
mashable,2011-06-15,6605,4758,2380,2046,230,214
mashable,2011-06-16,4976,3779,1332,1132,319,308
mashable,2011-06-17,5624,4199,1620,1337,385,371
mashable,2011-06-18,6271,4618,1908,1541,450,434
mashable,2011-06-19,3360,2510,910,773,392,360
mashable,2011-06-20,5652,4143,1897,1632,494,444
mashable,2011-06-21,8299,5982,2562,2180,647,610
mashable,2011-06-22,8939,6316,3214,2654,662,590
mashable,2011-06-23,8497,6109,2190,1866,649,591
mashable,2011-06-24,8465,6134,2070,1798,385,370
mashable,2011-06-25,6346,4288,1770,1346,420,392
mashable,2011-06-26,3258,2294,1344,1072,102,94
mashable,2011-06-27,4595,3141,2356,1704,254,239
mashable,2011-06-28,8625,6220,2954,2486,259,241
mashable,2011-06-29,9955,7564,2472,2204,413,403
mashable,2011-06-30,11622,8721,4038,3564,367,360
mashable,2011-07-01,9025,6600,3051,2682,159,152
mashable,2011-07-02,5671,4221,1863,1539,251,231
mashable,2011-07-03,3996,3028,994,854,260,246
mashable,2011-07-04,5273,3811,1090,945,717,660
mashable,2011-07-05,8313,6072,1750,1457,491,457
mashable,2011-07-06,11244,8277,2818,2444,1202,1117
mashable,2011-07-07,10925,7969,2860,2505,849,762
mashable,2011-07-08,7728,5502,3095,2443,407,388
Oprah,2011-05-13,2753,2280,1034,900,377,348
Oprah,2011-05-14,2529,2145,1005,892,482,458
Oprah,2011-05-15,3105,2610,1312,1172,321,306
Oprah,2011-05-16,4013,2835,1706,1312,463,416
Oprah,2011-05-17,3536,2826,1367,1198,637,582
Oprah,2011-05-18,8492,6211,3926,3140,1221,1086
Oprah,2011-05-19,6368,5486,3056,2808,893,833
Oprah,2011-05-20,5602,4775,2403,2238,1205,1118
Oprah,2011-05-21,5842,5134,1539,1363,732,700
Oprah,2011-05-22,1887,1595,614,553,218,209
Oprah,2011-05-23,4494,3479,2042,1728,702,636
Oprah,2011-05-24,6964,5482,2877,2502,1589,1486
Oprah,2011-05-25,11282,8874,4770,4132,2525,2329
Oprah,2011-05-26,15898,13166,7720,6889,3030,2859
Oprah,2011-05-27,8324,7010,3860,3510,1328,1244
Oprah,2011-05-28,3186,2795,1405,1288,483,468
Oprah,2011-05-29,5895,5409,1144,1037,399,376
Oprah,2011-05-30,2159,1623,859,586,232,214
Oprah,2011-05-31,1602,1341,611,519,207,190
Oprah,2011-06-01,2321,1984,883,738,204,192
Oprah,2011-06-02,1971,1650,1004,815,176,170
Oprah,2011-06-03,1607,1372,541,427,150,143
Oprah,2011-06-04,967,876,402,371,114,108
Oprah,2011-06-05,766,663,279,247,73,71
Oprah,2011-06-06,1088,820,452,339,119,111
Oprah,2011-06-07,979,851,351,320,105,99
Oprah,2011-06-08,871,756,317,285,122,115
Oprah,2011-06-09,1369,1090,347,314,192,163
Oprah,2011-06-10,1193,969,423,377,140,134
Oprah,2011-06-11,1042,900,365,334,116,113
Oprah,2011-06-12,701,600,259,237,82,61
Oprah,2011-06-13,2141,1648,906,770,236,217
Oprah,2011-06-14,965,833,371,340,121,104
Oprah,2011-06-15,829,711,340,306,96,87
Oprah,2011-06-16,465,418,158,146,52,51
Oprah,2011-06-17,415,353,135,119,38,34
Oprah,2011-06-18,977,870,423,399,120,107
Oprah,2011-06-19,571,471,234,213,62,59
Oprah,2011-06-20,1259,982,560,480,177,161
Oprah,2011-06-21,812,668,320,287,104,96
Oprah,2011-06-22,698,567,213,197,70,66
Oprah,2011-06-23,723,564,268,198,113,102
Oprah,2011-06-24,1008,782,299,247,147,129
Oprah,2011-06-25,1090,979,507,480,97,89
Oprah,2011-06-26,770,688,248,218,59,56
Oprah,2011-06-27,1302,1119,667,602,169,158
Oprah,2011-06-28,717,630,263,228,110,107
Oprah,2011-06-29,679,568,303,273,64,57
Oprah,2011-06-30,595,515,269,251,81,68
Oprah,2011-07-01,712,572,278,246,98,87
Oprah,2011-07-02,421,352,139,121,36,34
Oprah,2011-07-03,515,441,174,158,95,75
Oprah,2011-07-04,933,813,418,385,106,98
Oprah,2011-07-05,586,481,230,200,58,51
Oprah,2011-07-06,940,818,313,293,153,150
Oprah,2011-07-07,946,844,442,418,99,78
Oprah,2011-07-08,969,826,410,364,117,112
realDonaldTrump,2011-05-13,390,300,109,90,80,70
realDonaldTrump,2011-05-14,499,430,124,119,56,52
realDonaldTrump,2011-05-15,182,151,52,49,28,27
realDonaldTrump,2011-05-16,551,443,184,165,97,91
realDonaldTrump,2011-05-17,2858,2430,799,735,701,628
realDonaldTrump,2011-05-18,736,647,142,134,325,316
realDonaldTrump,2011-05-19,215,185,39,38,64,57
realDonaldTrump,2011-05-20,176,153,42,41,27,26
realDonaldTrump,2011-05-21,290,262,69,65,86,84
realDonaldTrump,2011-05-22,131,104,42,37,23,21
realDonaldTrump,2011-05-23,977,729,468,389,134,123
realDonaldTrump,2011-05-24,431,374,182,169,56,55
realDonaldTrump,2011-05-25,271,229,79,75,29,26
realDonaldTrump,2011-05-26,196,171,60,56,26,23
realDonaldTrump,2011-05-27,251,221,124,117,19,19
realDonaldTrump,2011-05-28,197,179,84,81,19,18
realDonaldTrump,2011-05-29,105,58,34,23,21,13
realDonaldTrump,2011-05-30,62,45,24,19,9,6
realDonaldTrump,2011-05-31,80,58,30,23,10,10
realDonaldTrump,2011-06-01,363,322,66,62,42,41
realDonaldTrump,2011-06-02,578,479,110,101,72,67
realDonaldTrump,2011-06-03,657,569,150,142,94,90
realDonaldTrump,2011-06-04,207,170,97,93,25,22
realDonaldTrump,2011-06-05,69,59,19,18,12,12
realDonaldTrump,2011-06-06,99,75,40,27,9,9
realDonaldTrump,2011-06-07,140,118,32,31,17,16
realDonaldTrump,2011-06-08,392,340,88,86,69,63
realDonaldTrump,2011-06-09,98,83,30,28,23,20
realDonaldTrump,2011-06-10,293,237,115,101,38,34
realDonaldTrump,2011-06-11,147,136,28,27,15,14
realDonaldTrump,2011-06-12,65,50,18,17,9,9
realDonaldTrump,2011-06-13,59,49,21,17,19,17
realDonaldTrump,2011-06-14,269,254,80,75,21,21
realDonaldTrump,2011-06-15,718,640,546,514,46,37
realDonaldTrump,2011-06-16,97,85,35,32,12,11
realDonaldTrump,2011-06-17,148,135,49,48,23,22
realDonaldTrump,2011-06-18,82,74,18,16,5,5
realDonaldTrump,2011-06-19,81,76,45,43,9,8
realDonaldTrump,2011-06-20,284,256,157,144,45,45
realDonaldTrump,2011-06-21,131,119,46,45,28,27
realDonaldTrump,2011-06-22,140,129,50,49,15,15
realDonaldTrump,2011-06-23,54,48,24,23,5,5
realDonaldTrump,2011-06-24,111,90,38,35,29,28
realDonaldTrump,2011-06-25,59,55,14,14,3,3
realDonaldTrump,2011-06-26,46,39,18,17,2,2
realDonaldTrump,2011-06-27,62,57,23,23,9,9
realDonaldTrump,2011-06-28,123,90,34,30,16,15
realDonaldTrump,2011-06-29,54,42,12,12,9,7
realDonaldTrump,2011-06-30,66,60,12,11,7,6
realDonaldTrump,2011-07-01,35,30,11,11,6,5
realDonaldTrump,2011-07-02,122,110,43,43,7,7
realDonaldTrump,2011-07-03,51,47,20,19,1,1
realDonaldTrump,2011-07-04,25,21,12,12,3,3
realDonaldTrump,2011-07-05,45,40,24,24,3,3
realDonaldTrump,2011-07-06,303,274,131,125,45,44
realDonaldTrump,2011-07-07,286,226,88,84,82,61
realDonaldTrump,2011-07-08,368,322,103,96,72,67
TechCrunch,2011-05-13,3677,2777,1058,883,257,239
TechCrunch,2011-05-14,2434,1839,814,731,85,83
TechCrunch,2011-05-15,1295,959,338,323,121,112
TechCrunch,2011-05-16,2385,1624,421,357,243,235
TechCrunch,2011-05-17,3487,2233,1077,866,230,200
TechCrunch,2011-05-18,3795,2707,831,717,220,218
TechCrunch,2011-05-19,4197,3044,1251,1014,378,347
TechCrunch,2011-05-20,3717,2525,1466,1085,90,87
TechCrunch,2011-05-21,2039,1509,438,409,77,77
TechCrunch,2011-05-22,1238,884,283,256,24,24
TechCrunch,2011-05-23,3147,1821,799,541,328,285
TechCrunch,2011-05-24,6007,4113,1507,1211,222,221
TechCrunch,2011-05-25,4500,2809,1251,940,204,173
TechCrunch,2011-05-26,4529,3511,1336,1078,81,78
TechCrunch,2011-05-27,3169,2466,537,495,65,63
TechCrunch,2011-05-28,2151,1536,485,400,206,164
TechCrunch,2011-05-29,1522,1117,170,163,31,31
TechCrunch,2011-05-30,1487,1145,164,157,119,119
TechCrunch,2011-05-31,3732,2950,783,737,133,131
TechCrunch,2011-06-01,3393,2445,851,705,190,172
TechCrunch,2011-06-02,3089,2276,900,753,181,177
TechCrunch,2011-06-03,2887,2234,1032,901,118,103
TechCrunch,2011-06-04,2854,2264,588,543,202,172
TechCrunch,2011-06-05,1113,908,225,203,54,53
TechCrunch,2011-06-06,2425,1961,694,649,113,113
TechCrunch,2011-06-07,4863,3887,1854,1688,373,360
TechCrunch,2011-06-08,4292,3561,1609,1466,303,286
TechCrunch,2011-06-09,3567,2987,1070,975,136,134
TechCrunch,2011-06-10,3697,3071,778,707,175,168
TechCrunch,2011-06-11,2912,2466,1211,1133,161,144
TechCrunch,2011-06-12,1185,1053,298,288,82,78
TechCrunch,2011-06-13,2064,1715,283,274,150,147
TechCrunch,2011-06-14,4202,3589,841,768,380,343
TechCrunch,2011-06-15,4390,3595,1466,1298,429,414
TechCrunch,2011-06-16,2245,1850,1127,1016,139,122
TechCrunch,2011-06-17,2562,2145,938,851,245,231
TechCrunch,2011-06-18,2878,2440,748,686,351,340
TechCrunch,2011-06-19,1143,973,358,343,115,115
TechCrunch,2011-06-20,1646,1341,369,339,133,131
TechCrunch,2011-06-21,3653,3068,955,866,238,228
TechCrunch,2011-06-22,3208,2513,800,698,173,149
TechCrunch,2011-06-23,3186,2544,588,499,166,151
TechCrunch,2011-06-24,3099,2600,735,679,232,219
TechCrunch,2011-06-25,2286,1882,1054,938,275,238
TechCrunch,2011-06-26,1112,976,229,222,403,373
TechCrunch,2011-06-27,1816,1507,403,374,588,544
TechCrunch,2011-06-28,3514,2808,748,664,200,195
TechCrunch,2011-06-29,4270,3511,1943,1746,366,349
TechCrunch,2011-06-30,3922,3191,1054,941,340,320
TechCrunch,2011-07-01,2448,1981,503,456,268,248
TechCrunch,2011-07-02,2707,2249,715,656,150,139
TechCrunch,2011-07-03,1354,1150,305,294,144,141
TechCrunch,2011-07-04,2387,1970,705,651,123,104
TechCrunch,2011-07-05,2612,2250,442,433,92,89
TechCrunch,2011-07-06,3797,3033,1312,1162,316,267
TechCrunch,2011-07-07,5194,4259,2118,1903,202,184
TechCrunch,2011-07-08,3416,2822,1160,1015,256,249
