"","tf"
"즐겁다",10
"좋다",8
"좋아하다",6
"후회",6
"보고싶어",5
"웃기다",4
"미치다",3
"불쌍",3
"웃음",3
"행복",3
"걱정",2
"웃다",2
"재미있",2
"좋아",2
"무서",1
"보고싶다",1
"슬프다",1
"쓸쓸",1
"존나",1
