"","tf"
"애정",51
"다시보기",26
"이희경",21
"헬스걸",19
"엄친딸",16
"남자",15
"웃기다",15
"엄친아",13
"엄친",12
"아니다",10
"안되다",10
"좋다",10
"비상대책위원회",9
"알고보",9
"알고보니",9
"진짜",9
"최효종",9
"kbs",8
"애매",8
"완전",8
"재력집안",8
"친구",8
"헬스녀",8
"대박",7
"출처개콘",7
"코너",7
