"","tf"
"사랑",8
"아쉽다",8
"이동욱",8
"연재",6
"김선아",5
"마지막회",5
"생각",5
"품절",5
"김선",4
"마지막",4
"반품",4
"본방사수",4
"슬프다",4
"울다",4
