"","tf"
"1박2",5
"송지효",5
"개다",4
"그리다",4
"완전",4
"우리",4
"유재석",4
"윤미래",4
"타이거jk",4
"나도",3
"다음",3
"마지막",3
"많다",3
"사람",3
"진짜",3
"10904hdtvx264720p",2
"1981",2
"강호동",2
"남자애",2
"동네누",2
"동네누나",2
"링딩동",2
"무도",2
"무한도전",2
"방송",2
"보는중",2
"보신분",2
"송지효개리",2
"송지효동네누",2
"송지효동네누나",2
"수지",2
"싸우다",2
"쌍화점",2
"은퇴",2
"좋아하다",2
"촬영",2
"혼자",2
