"","tf"
"좋다",15
"행복",6
"싫다",5
"존나",5
"좋아하다",3
"걱정",2
"부럽다",2
"불안",2
"속상",2
"씨발",2
"웃기다",2
"즐겁다",2
"두려",1
"무서",1
"무섭",1
"미치다",1
"반가",1
"불쌍",1
"슬프다",1
"아쉬",1
"우울",1
"좋아",1
"즐거움",1
"화나다",1
