"","tf"
"광개토태왕",42
"28회",27
"다시보기",21
"20110904",18
"고구려",6
"미투",4
"78",3
"9월4",3
"고생",3
"네이버",3
"담덕",3
"사극",3
"사진",3
"하지",3
"환단고기",3
"105",2
"114",2
"165",2
"27회",2
"285",2
"29회",2
"400m계주",2
"kbs",2
"검색어",2
"계백",2
"고교생",2
"그런데",2
"급상승",2
"많다",2
"멀티태스킹",2
"물론",2
"방송",2
"백제",2
"보기",2
"보내준다고",2
"삼국시대",2
"생각",2
"스텝",2
"시작",2
"실시",2
"에이프릴키스",2
"울다",2
"윤미래",2
"이병도",2
"이병도의",2
"자료",2
"장난",2
"재밌다",2
"진짜",2
"차다",2
"토도우",2
