"","tf"
"좋다",34
"멋지다",14
"좋아하다",10
"행복",10
"아프",7
"슬프다",5
"좋아",5
"걱정",4
"사랑하",4
"웃다",4
"재미있",4
"미치다",3
"부럽다",3
"기쁘다",2
"보고싶다",2
"보고싶어",2
"불쌍",2
"속상",2
"싫다",2
"외롭다",2
"우울",2
"웃기다",2
