"","tf"
"좋다",49
"즐겁다",15
"슬프다",13
"좋아하다",13
"아쉬",10
"웃다",8
"재미있",7
"웃음",6
"부럽다",5
"멋지다",4
"싫다",4
"좋아",4
"걱정",3
"아프",3
"웃기다",3
"불쌍",2
"속상",2
"우려",2
"행복",2
