"","tf"
"행복",10
"기쁘다",4
"아프",4
"웃다",4
"웃음",4
"좋다",4
"좋아하다",4
"슬프다",3
"미워",2
"걱정",1
"불안",1
"사랑하",1
"슬픔",1
