488391526	1
477520507	1
458987780	1
464695607	1
459287386	1
481492145	1
477168076	1
479519195	1
457297117	1
457381344	1
471925919	1
477794453	1
482623332	1
468219040	1
472436517	1
469767354	1
481634133	1
458176290	1
471070948	1
458441914	1
476891294	1
471265877	1
479103836	1
480709547	1
478249064	1
477031758	1
483217096	1
456948450	1
461206807	1
489122704	1
471811594	1
477571361	1
457277143	1
457539764	1
489150282	1
479032841	1
459447123	1
483062728	1
479425438	1
484429137	1
485712200	1
471907683	1
457138136	1
489362933	1
479133449	1
477085794	1
471703226	1
472078235	1
484677008	1
472125943	1
477050773	1
471999461	1
479934079	1
489142194	1
471162673	1
472007102	1
471607177	1
477762879	1
477359889	1
477125270	1
458721728	1
477520734	1
480300280	1
472349427	1
470052031	1
479972945	1
471301170	1
458789015	1
477174022	1
476872872	1
477257917	1
472030856	1
477065701	1
489101754	1
458670758	1
485681662	1
458532908	1
470896376	1
458908510	1
471357720	1
459767995	1
487767643	1
471540825	1
478591988	1
483515444	1
468297227	1
470952398	1
457961744	1
472287162	1
477758465	1
443294055	1
472421236	1
457018390	1
471185702	1
456837318	1
470966456	1
477105085	1
459011765	1
479137943	1
457503043	1
472386891	1
470730957	1
459334748	1
470896365	1
471215138	1
481550912	1
488247143	1
481597482	1
465753080	1
477551909	1
477592374	1
488914525	1
456938555	1
477427734	1
470123574	1
470959716	1
480006020	1
489137542	1
470998557	1
461195871	1
478156591	1
462654235	1
481257157	1
452797914	1
471889475	1
459980706	1
482720191	1
477037348	1
471247078	1
477808330	1
460962392	1
488190034	1
471502770	1
482277799	1
487309515	1
470673397	1
483585290	1
465068397	1
479092262	1
484729475	1
458148085	1
479054544	1
481823021	1
470919386	1
470913115	1
470897030	1
457328254	1
484160187	1
477848885	1
483809636	1
457258298	1
471505673	1
482773867	1
477974861	1
477832549	1
480789735	1
478713551	1
457133426	1
471034436	1
478273784	1
489152852	1
470707239	1
477531055	1
455243279	1
478188434	1
460868401	1
471935589	1
482923003	1
486208681	1
471221997	1
461610824	1
489259389	1
487699889	1
476999393	1
483822222	1
471415306	1
462274475	1
468538520	1
477713296	1
480847895	1
467431339	1
472430990	1
479322083	1
479194785	1
477685436	1
483074431	1
471867625	1
482401135	1
471585911	1
481927123	1
477468876	1
489315490	1
461551188	1
483626257	1
480335786	1
480045010	1
460169264	1
468438312	1
477647980	1
470896321	1
483600849	1
472397876	1
483404128	1
484814155	1
457269862	1
459592212	1
471268693	1
472044672	1
477218099	1
481796806	1
484403793	1
470944641	1
459458721	1
471427785	1
471035991	1
477130837	1
477846915	1
477535051	1
469914807	1
471924735	1
472028616	1
476886570	1
460399882	1
477017191	1
482032060	1
478295279	1
478734344	1
482828450	1
471612850	1
485264755	1
477837106	1
481067617	1
478550771	1
457206685	1
482461509	1
461313210	1
480473195	1
483881019	1
471591644	1
471538600	1
471251255	1
477229266	1
470810707	1
469716617	1
482020005	1
482748956	1
457021691	1
479422875	1
477835866	1
477964507	1
472034157	1
458578649	1
470342717	1
478178063	1
440896930	1
471211234	1
480479889	1
477631308	1
457209088	1
476945538	1
458390539	1
471635950	1
482473192	1
471730212	1
457711513	1
471079150	1
478146862	1
484422394	1
478226374	1
472054754	1
477479443	1
482790297	1
479901200	1
