"","tf"
"무한도전닮은꼴",224
"싸이",122
"닮은꼴",87
"닮다",40
"진짜",32
"완전",26
"아니다",25
"웃기다",25
"가요제",22
"대박",21
"정말",21
"찾다",19
"박명수",18
"사람",17
"재미",16
"역시",15
"웃다",15
"하나마나",15
"고속도",14
"고속도로",14
"미투데이",14
"서해안",14
"하나마",14
