"","tf"
"좋다",36
"좋아",16
"웃다",15
"웃기다",13
"좋아하다",12
"사랑하",8
"행복",8
"재미있",7
"부럽다",6
"슬프다",6
"싫다",5
"존나",5
"미치다",4
"웃음",4
"즐겁다",3
"걱정",2
"기쁘다",2
"멋지다",2
"보고싶다",2
"아쉬",2
"웃겨",2
