"","tf"
"좋다",9
"좋아",7
"불쌍",5
"막장",3
"존나",3
"좋아하다",3
"무섭",2
"보고싶다",2
"슬프다",2
"웃다",2
"재미있",2
"무서",1
"미워",1
"미치다",1
"보고싶어",1
"슬프",1
"싫다",1
"외롭다",1
"웃기다",1
"재미없",1
"행복",1
