"","tf"
"웃다",8
"좋다",8
"행복",8
"사랑하",5
"아프",4
"반가",3
"보고싶다",3
"좋아",3
"걱정",2
"기쁘다",2
"미워",2
"부끄럽다",2
"좋아하다",2
"두려",1
"무서",1
"보고싶어",1
"부럽다",1
"슬프다",1
"우울",1
"웃음",1
"후회",1
