"","tf"
"좋다",33
"멋지다",14
"행복",10
"좋아하다",9
"아프",7
"좋아",6
"사랑하",5
"슬프다",5
"걱정",4
"웃다",4
"재미있",4
"미치다",3
"부럽다",3
"기쁘다",2
"보고싶다",2
"보고싶어",2
"불쌍",2
"속상",2
"싫다",2
"외롭다",2
"우울",2
"웃기다",2
