"","tf"
"좋다",18
"행복",9
"속상",6
"좋아",6
"부럽다",3
"슬프다",3
"아프",3
"웃다",3
"좋아하다",3
"보고싶다",2
"보고싶어",2
"불쌍",2
"웃음",2
"즐겁다",2
"걱정",1
"기쁘다",1
"두려",1
"무서",1
"미치다",1
"반가",1
"사랑하",1
"슬픔",1
"쓸쓸",1
"아쉬",1
"웃기다",1
"후회",1
