"","tf"
"좋다",27
"웃기다",5
"재미있",5
"좋아하다",4
"웃다",3
"보고싶다",2
"웃음",2
"즐겁다",2
"행복",2
"기쁘다",1
"멋지다",1
"무서",1
"미워",1
"미치다",1
"슬프다",1
"우울",1
"절망",1
"좋아",1
"후회",1
