"","tf"
"좋다",14
"슬프다",4
"좋아",4
"미치다",2
"속상",2
"아프",2
"재미있",2
"걱정",1
"걱정tagquestion",1
"무섭",1
"부럽다",1
"사랑하",1
"서글프다",1
"싫다",1
"우울",1
"웃기다",1
"재미없",1
"존나",1
"좋아하다",1
"즐겁다",1
