"","tf"
"좋다",57
"좋아하다",19
"좋아",12
"행복",10
"멋지다",8
"슬프다",5
"싫다",5
"아프",4
"즐겁다",4
"미치다",3
"아쉬",3
"웃다",3
"존나",3
"후회",3
"두려",2
"무섭",2
"미워",2
"반가",2
"보고싶다",2
"불쌍",2
"사랑하",2
"우울",2
"울고싶",2
"웃음",2
