"","tf"
"입맞추다",44
"뉴스타운",9
"mbc",7
"두준이",7
"윤두준",7
"제작발표회",6
"지현우",6
"두준",5
"축구선수",5
"본방사수",4
"오빠",4
"주말연속극",4
"1회",3
"두준오빠",3
"두준이가",3
"방송",3
"새다",3
"서영희",3
"엄마",3
"지현",3
"첫방",3
"첫방송",3
"출연",3
"8월20",2
"극본",2
"기대",2
"김소은",2
"남지현",2
"널다",2
"드디어",2
"박정란",2
"방문",2
"연속극",2
"연출",2
"오작교형제",2
"윤재문",2
"주말",2
"천번에입맞춤",2
"촬영장",2
"특별출연",2
"흥하다",2
