"","tf"
"좋다",13
"무섭",9
"멋지다",6
"걱정",5
"무서",5
"아프",3
"웃기다",3
"부럽다",2
"슬프다",2
"좋아",2
"즐겁다",2
"막장",1
"부끄럽다",1
"웃다",1
"좋아하다",1
"행복",1
