"","tf"
"웃기다",24
"웃다",16
"좋다",12
"웃음",11
"아프",5
"재미있",4
"존나",4
"좋아하다",4
"미치다",3
"보고싶다",3
"웃겨",3
"좋아",3
"행복",3
"걱정",2
"보고싶어",2
"속상",2
"싫다",2
"아쉬",2
"우울",2
"즐겁다",2
"후회",2
"두려",1
"반가",1
"불쌍",1
"슬프다",1
"씨발",1
"안습",1
