"","tf"
"의자왕",79
"효민",78
"탁예은",47
"8회",28
"백청강",28
"다시보기",27
"등장",26
"ost",24
"이현우",24
"백동수",22
"티아라",21
"7회",18
"티아",18
"3시",17
"사극",17
"애정촌",16
"좋다",16
"대박",15
"새롭다",15
"이서진",13
