"","tf"
"박시후",60
"수양대군",53
"문채원",52
"ost",45
"다시보기",44
"세령",39
"보스",38
"승유",30
"사랑",27
"김승유",24
"진짜",23
"그립다",20
"아니다",20
"박정민",17
"지키다",16
"넌내반",15
"세령이",15
"kbs",14
"널다",14
"시청률",14
"좋다",14
"죽다",14
"정말",13
"단종",12
"수목",12
"완전",12
"김종서",11
"끝나다",11
"많다",11
"백동수",11
"연기",11
"지켜라",11
"금성대군",10
"기대",10
"백지영",10
"보스를지켜",10
"로미오",9
"수목드라마",9
"신다",9
"싶다",9
"줄리엣",9
"차다",9
