"","tf"
"불쌍",8
"좋다",8
"좋아",8
"존나",4
"보고싶다",3
"재미있",3
"좋아하다",2
"후회",2
"기쁘다",1
"막장",1
"무섭",1
"사랑하",1
"슬프",1
"아프",1
"웃다",1
"재미없",1
