"","tf"
"여인",323
"향기",310
"여인의향기",237
"버킷리스트",74
"김선아",42
"이동욱",40
"ost",39
"사랑",36
"김선",35
"연재",28
"엄기준",27
"본방사수",25
"슬프다",25
"강지욱",22
"좋다",21
"탱고",18
"눈물",17
"울다",16
"진짜",16
"나도",15
"사람",15
"완전",15
"이연재",14
"죽다",14
"sbs",13
"재미",12
"보스",11
"엄마",11
"주말",11
"지욱",11
"가슴",10
"남자",10
"다시보기",10
"마음",10
"미투데이",10
"아니다",10
"차다",10
"beautiful",9
"많다",9
"슬퍼",9
"시간",9
"싶다",9
"채은석",9
"한번",9
"네이버앱",8
"미투",8
"음악검색",8
"정말",8
"준수",8
