"","tf"
"행복",9
"슬프다",4
"아프",3
"좋다",3
"서글프다",2
"웃음",2
"막장",1
"무섭",1
"미치다",1
"사랑하",1
"슬픔",1
"웃다",1
"좋아",1
"좋아하다",1
"즐겁다",1
"행복하다",1
