"","tf"
"지성",112
"최강희",108
"다시보기",62
"재중",58
"ost",55
"김재중",46
"완전",42
"노은설",39
"본방사수",38
"차무원",33
"좋다",32
"swf",31
"무느님",26
"사랑",26
"귀엽다",24
"차지헌",24
"남자",19
"대박",19
"많다",19
"진짜",18
"지헌",17
"우리",15
"sbs",14
"기대",14
"수목드라마",14
"역시",14
"끝나다",12
"노래",12
"패션",12
"생각",11
"재밌어",11
"지켜",11
