"","tf"
"웃기다",13
"좋다",9
"웃다",7
"웃겨",3
"부럽다",2
"웃음",2
"재미있",2
"슬프다",1
"슬픔",1
"싫다",1
"애석",1
"좋아",1
"좋아하다",1
"즐겁다",1
"행복",1
