"","tf"
"아쉬",5
"슬프다",4
"좋다",3
"슬프",2
"아프",2
"두려",1
"멋지다",1
"미워",1
"슬픔",1
"우울",1
"웃다",1
"좋아",1
"즐겁",1
"즐겁다",1
"행복",1
