target_user,tweet_type,create_date,total_tweet_count,total_user_count,positive_tweet_count,positive_user_count,negative_tweet_count,negative_user_count
DalaiLama,RETWEET,2011-07-07,65,60,33,31,0,0
DalaiLama,RETWEET,2011-07-08,37,29,12,10,0,0
kingsthings,MENTION,2011-05-13,43,41,12,11,0,0
kingsthings,MENTION,2011-05-14,44,40,7,7,0,0
kingsthings,MENTION,2011-05-15,62,55,19,18,0,0
kingsthings,MENTION,2011-05-16,28,24,10,10,5,5
kingsthings,MENTION,2011-05-17,60,57,33,32,0,0
kingsthings,MENTION,2011-05-18,28,27,12,12,22,21
kingsthings,MENTION,2011-05-19,25,20,7,7,0,0
kingsthings,MENTION,2011-05-20,24,21,6,6,0,0
kingsthings,MENTION,2011-05-21,22,20,7,6,6,6
kingsthings,MENTION,2011-05-22,23,19,11,9,5,5
kingsthings,MENTION,2011-05-23,8,6,1,1,0,0
kingsthings,MENTION,2011-05-24,24,15,8,8,1,1
kingsthings,MENTION,2011-05-25,37,29,11,10,9,8
kingsthings,MENTION,2011-05-26,21,20,8,8,0,0
kingsthings,MENTION,2011-05-27,24,24,3,3,0,0
kingsthings,MENTION,2011-05-28,26,25,6,6,6,6
kingsthings,MENTION,2011-05-29,13,13,2,2,0,0
kingsthings,MENTION,2011-05-30,11,11,4,4,0,0
kingsthings,MENTION,2011-05-31,25,23,2,2,9,9
kingsthings,MENTION,2011-06-01,37,35,9,8,0,0
kingsthings,MENTION,2011-06-02,18,18,2,2,1,1
kingsthings,MENTION,2011-06-03,26,25,12,12,7,6
kingsthings,MENTION,2011-06-04,46,43,15,13,8,7
kingsthings,MENTION,2011-06-05,8,8,3,3,0,0
kingsthings,MENTION,2011-06-06,113,106,57,56,0,0
kingsthings,MENTION,2011-06-07,55,53,23,23,0,0
kingsthings,MENTION,2011-06-08,84,67,29,25,0,0
kingsthings,MENTION,2011-06-09,108,98,38,35,0,0
kingsthings,MENTION,2011-06-10,45,39,10,10,0,0
kingsthings,MENTION,2011-06-11,34,32,14,13,9,9
kingsthings,MENTION,2011-06-12,21,20,4,4,0,0
kingsthings,MENTION,2011-06-13,23,22,9,9,0,0
kingsthings,MENTION,2011-06-14,11,9,5,5,0,0
kingsthings,MENTION,2011-06-15,74,70,44,44,0,0
kingsthings,MENTION,2011-06-16,40,34,10,10,0,0
kingsthings,MENTION,2011-06-17,50,43,26,23,0,0
kingsthings,MENTION,2011-06-18,31,31,10,10,7,7
kingsthings,MENTION,2011-06-19,6,6,3,3,3,3
kingsthings,MENTION,2011-06-20,10,10,4,4,0,0
kingsthings,MENTION,2011-06-21,36,34,8,8,8,8
kingsthings,MENTION,2011-06-22,13,12,0,0,2,2
kingsthings,MENTION,2011-06-23,5,5,3,3,0,0
kingsthings,MENTION,2011-06-24,6,6,1,1,0,0
kingsthings,MENTION,2011-06-25,30,22,13,10,0,0
kingsthings,MENTION,2011-06-26,9,8,4,4,4,3
kingsthings,MENTION,2011-06-27,27,26,16,15,0,0
kingsthings,MENTION,2011-06-28,12,10,6,6,3,3
kingsthings,MENTION,2011-06-29,201,178,122,117,48,35
kingsthings,MENTION,2011-06-30,44,44,15,15,30,30
kingsthings,MENTION,2011-07-01,30,26,12,11,1,1
kingsthings,MENTION,2011-07-02,15,14,1,1,3,3
kingsthings,MENTION,2011-07-03,5,5,1,1,0,0
kingsthings,MENTION,2011-07-04,88,29,33,20,1,1
kingsthings,MENTION,2011-07-05,51,13,18,7,0,0
kingsthings,MENTION,2011-07-06,86,48,28,15,73,69
kingsthings,MENTION,2011-07-07,62,56,34,32,0,0
kingsthings,MENTION,2011-07-08,194,157,122,114,0,0
kingsthings,REPLY,2011-05-13,52,36,13,11,8,6
kingsthings,REPLY,2011-05-14,41,40,18,18,3,3
kingsthings,REPLY,2011-05-15,72,70,37,36,15,15
kingsthings,REPLY,2011-05-16,50,45,19,18,0,0
kingsthings,REPLY,2011-05-17,64,62,26,26,14,14
kingsthings,REPLY,2011-05-18,61,57,26,26,0,0
kingsthings,REPLY,2011-05-19,58,54,12,12,9,9
kingsthings,REPLY,2011-05-20,11,11,2,2,3,3
kingsthings,REPLY,2011-05-21,15,14,5,5,0,0
kingsthings,REPLY,2011-05-22,54,49,23,22,0,0
kingsthings,REPLY,2011-05-23,11,11,6,6,1,1
kingsthings,REPLY,2011-05-24,10,10,3,3,0,0
kingsthings,REPLY,2011-05-25,95,82,39,38,0,0
kingsthings,REPLY,2011-05-26,64,55,30,27,9,9
kingsthings,REPLY,2011-05-27,52,46,23,23,9,9
kingsthings,REPLY,2011-05-28,21,21,8,8,0,0
kingsthings,REPLY,2011-05-29,9,8,4,4,1,1
kingsthings,REPLY,2011-05-30,15,11,8,5,1,1
kingsthings,REPLY,2011-05-31,5,5,1,1,0,0
kingsthings,REPLY,2011-06-01,58,54,11,11,13,13
kingsthings,REPLY,2011-06-02,6,6,2,2,0,0
kingsthings,REPLY,2011-06-03,37,35,11,11,0,0
kingsthings,REPLY,2011-06-04,20,16,11,11,0,0
kingsthings,REPLY,2011-06-05,9,9,3,3,3,3
kingsthings,REPLY,2011-06-06,50,47,24,24,30,30
kingsthings,REPLY,2011-06-07,94,84,33,32,21,18
kingsthings,REPLY,2011-06-08,55,52,17,16,22,20
kingsthings,REPLY,2011-06-09,92,87,23,22,24,22
kingsthings,REPLY,2011-06-10,24,22,9,9,16,14
kingsthings,REPLY,2011-06-11,41,40,23,22,0,0
kingsthings,REPLY,2011-06-12,15,14,5,5,7,6
kingsthings,REPLY,2011-06-13,14,12,3,3,3,3
kingsthings,REPLY,2011-06-14,16,13,7,7,0,0
kingsthings,REPLY,2011-06-15,296,231,107,91,33,32
kingsthings,REPLY,2011-06-16,47,38,20,19,12,12
kingsthings,REPLY,2011-06-17,69,67,32,32,12,12
kingsthings,REPLY,2011-06-18,26,24,12,12,0,0
kingsthings,REPLY,2011-06-19,8,6,1,1,0,0
kingsthings,REPLY,2011-06-20,8,8,2,2,0,0
kingsthings,REPLY,2011-06-21,115,94,44,38,0,0
kingsthings,REPLY,2011-06-22,20,16,7,5,0,0
kingsthings,REPLY,2011-06-23,14,10,7,5,3,3
kingsthings,REPLY,2011-06-24,8,8,4,4,2,2
kingsthings,REPLY,2011-06-25,12,9,3,3,3,3
kingsthings,REPLY,2011-06-26,15,11,6,5,0,0
kingsthings,REPLY,2011-06-27,54,52,27,26,10,10
kingsthings,REPLY,2011-06-28,7,7,1,1,0,0
kingsthings,REPLY,2011-06-29,73,70,22,22,0,0
kingsthings,REPLY,2011-06-30,44,39,13,9,0,0
kingsthings,REPLY,2011-07-01,7,7,1,1,0,0
kingsthings,REPLY,2011-07-02,3,3,0,0,0,0
kingsthings,REPLY,2011-07-03,17,13,8,7,2,2
kingsthings,REPLY,2011-07-04,7,7,3,3,0,0
kingsthings,REPLY,2011-07-05,28,5,11,4,6,3
kingsthings,REPLY,2011-07-06,133,124,35,34,0,0
kingsthings,REPLY,2011-07-07,67,64,21,21,9,9
kingsthings,REPLY,2011-07-08,227,211,66,65,30,27
kingsthings,RETWEET,2011-05-13,2,2,2,2,0,0
kingsthings,RETWEET,2011-05-14,1,1,1,1,0,0
kingsthings,RETWEET,2011-05-16,1,1,1,1,0,0
kingsthings,RETWEET,2011-05-17,5,5,3,3,0,0
kingsthings,RETWEET,2011-05-18,6,6,0,0,0,0
kingsthings,RETWEET,2011-05-19,2,2,0,0,0,0
kingsthings,RETWEET,2011-05-22,3,3,3,3,0,0
kingsthings,RETWEET,2011-05-25,3,3,0,0,0,0
kingsthings,RETWEET,2011-05-26,3,3,2,2,0,0
kingsthings,RETWEET,2011-05-27,2,2,0,0,0,0
kingsthings,RETWEET,2011-05-30,1,1,1,1,0,0
kingsthings,RETWEET,2011-06-01,7,7,0,0,0,0
kingsthings,RETWEET,2011-06-03,5,5,5,5,0,0
kingsthings,RETWEET,2011-06-05,1,1,1,1,0,0
kingsthings,RETWEET,2011-06-06,6,6,6,6,0,0
kingsthings,RETWEET,2011-06-07,1,1,0,0,0,0
kingsthings,RETWEET,2011-06-09,11,10,10,10,0,0
kingsthings,RETWEET,2011-06-10,1,1,1,1,0,0
kingsthings,RETWEET,2011-06-12,1,1,1,1,0,0
kingsthings,RETWEET,2011-06-15,2,2,2,2,0,0
kingsthings,RETWEET,2011-06-16,1,1,1,1,0,0
kingsthings,RETWEET,2011-06-17,4,4,4,4,0,0
kingsthings,RETWEET,2011-06-18,4,4,4,4,0,0
kingsthings,RETWEET,2011-06-27,4,4,4,4,0,0
kingsthings,RETWEET,2011-06-29,20,19,12,12,0,0
kingsthings,RETWEET,2011-06-30,7,7,6,6,0,0
kingsthings,RETWEET,2011-07-06,17,17,0,0,0,0
kingsthings,RETWEET,2011-07-07,33,32,32,31,0,0
kingsthings,RETWEET,2011-07-08,32,32,28,28,0,0
ladygaga,MENTION,2011-05-13,18752,11671,6665,4518,2236,1734
ladygaga,MENTION,2011-05-14,17561,10909,6690,4801,0,0
ladygaga,MENTION,2011-05-15,20070,11922,6589,4471,0,0
ladygaga,MENTION,2011-05-16,18972,12586,6496,4808,0,0
ladygaga,MENTION,2011-05-17,19331,13925,7252,5788,0,0
ladygaga,MENTION,2011-05-18,18926,12559,6294,4817,3081,2431
ladygaga,MENTION,2011-05-19,20396,13980,6379,4740,4559,3974
ladygaga,MENTION,2011-05-20,19749,12607,7832,5366,3774,3146
ladygaga,MENTION,2011-05-21,20972,12793,8039,5283,2675,2103
ladygaga,MENTION,2011-05-22,20415,13811,8023,6098,2644,2273
ladygaga,MENTION,2011-05-23,18685,13026,7999,5975,2407,2022
ladygaga,MENTION,2011-05-24,21217,15104,8639,6835,2566,2177
ladygaga,MENTION,2011-05-25,21388,14113,7420,5776,0,0
ladygaga,MENTION,2011-05-26,21608,15084,8611,6874,0,0
ladygaga,MENTION,2011-05-27,18896,12922,7761,6102,3011,2432
ladygaga,MENTION,2011-05-28,19469,12880,7029,5303,2583,2140
ladygaga,MENTION,2011-05-29,20521,13223,7075,5137,2409,2020
ladygaga,MENTION,2011-05-30,19073,11715,6933,4894,2344,1871
ladygaga,MENTION,2011-05-31,19587,11742,7075,4934,2770,2103
ladygaga,MENTION,2011-06-01,19876,12181,7027,4849,2371,1895
ladygaga,MENTION,2011-06-02,19005,11401,6860,4645,2361,1887
ladygaga,MENTION,2011-06-03,18428,10948,6644,4262,2035,1660
ladygaga,MENTION,2011-06-04,19956,12288,6514,4256,2564,2111
ladygaga,MENTION,2011-06-05,17092,9873,6411,3869,2828,2127
ladygaga,MENTION,2011-06-06,18628,11401,7413,4941,2249,1844
ladygaga,MENTION,2011-06-07,18131,11128,7311,5180,2447,1878
ladygaga,MENTION,2011-06-08,17444,10862,6332,4681,2255,1850
ladygaga,MENTION,2011-06-09,16284,10208,5566,3958,2407,1829
ladygaga,MENTION,2011-06-10,17071,10122,6055,4186,2405,1906
ladygaga,MENTION,2011-06-11,16839,10496,6042,4198,0,0
ladygaga,MENTION,2011-06-12,16617,10173,6267,4525,0,0
ladygaga,MENTION,2011-06-13,16422,9489,5605,3970,2375,1565
ladygaga,MENTION,2011-06-14,15064,8990,5162,3545,2023,1387
ladygaga,MENTION,2011-06-15,15581,9428,5639,3896,2014,1570
ladygaga,MENTION,2011-06-16,10952,7050,3865,2844,1251,990
ladygaga,MENTION,2011-06-17,15467,9614,5660,4119,626,495
ladygaga,MENTION,2011-06-18,19983,12178,7455,5393,0,0
ladygaga,MENTION,2011-06-19,16977,10439,6343,4631,0,0
ladygaga,MENTION,2011-06-20,20530,12865,9355,6653,2382,2000
ladygaga,MENTION,2011-06-21,21283,13330,5218,3791,2686,2248
ladygaga,MENTION,2011-06-22,18450,11321,5142,3706,2697,1972
ladygaga,MENTION,2011-06-23,17781,10412,6001,4072,2465,1875
ladygaga,MENTION,2011-06-24,17027,9417,5766,3769,2108,1591
ladygaga,MENTION,2011-06-25,18566,11224,6679,4695,0,0
ladygaga,MENTION,2011-06-26,16651,9986,5621,3984,2877,2014
ladygaga,MENTION,2011-06-27,16610,9840,5473,3592,3073,2663
ladygaga,MENTION,2011-06-28,16979,9882,5316,3778,2117,1644
ladygaga,MENTION,2011-06-29,14876,9244,4798,3294,2649,2144
ladygaga,MENTION,2011-06-30,16088,9181,5431,3661,2357,1744
ladygaga,MENTION,2011-07-01,13899,7866,4111,2764,1796,1401
ladygaga,MENTION,2011-07-02,14015,7607,4478,3007,1722,1342
ladygaga,MENTION,2011-07-03,15393,8477,5743,3888,2163,1494
ladygaga,MENTION,2011-07-04,17723,11070,7712,5791,2258,1805
ladygaga,MENTION,2011-07-05,17227,10015,6426,4692,0,0
ladygaga,MENTION,2011-07-06,16571,9908,5211,3818,2688,2087
ladygaga,MENTION,2011-07-07,17164,10353,5520,4078,2575,2130
ladygaga,MENTION,2011-07-08,17588,9965,5891,4081,0,0
ladygaga,REPLY,2011-05-13,6246,3967,2958,1982,0,0
ladygaga,REPLY,2011-05-14,7740,5063,3619,2610,2161,1744
ladygaga,REPLY,2011-05-15,7282,4669,3152,2223,2137,1762
ladygaga,REPLY,2011-05-16,8596,5611,3954,2582,2435,1995
ladygaga,REPLY,2011-05-17,6369,4835,3290,2613,2321,2020
ladygaga,REPLY,2011-05-18,8816,5180,4271,2644,0,0
ladygaga,REPLY,2011-05-19,7868,4918,3517,2414,0,0
ladygaga,REPLY,2011-05-20,7908,4685,3442,2313,0,0
ladygaga,REPLY,2011-05-21,6021,3630,2480,1709,0,0
ladygaga,REPLY,2011-05-22,7419,4622,3527,2399,0,0
ladygaga,REPLY,2011-05-23,8836,5874,4298,3094,0,0
ladygaga,REPLY,2011-05-24,6650,4740,3164,2563,0,0
ladygaga,REPLY,2011-05-25,6200,4294,2757,2159,3165,2338
ladygaga,REPLY,2011-05-26,6056,4259,2875,2074,2818,2399
ladygaga,REPLY,2011-05-27,8995,5781,4717,3236,0,0
ladygaga,REPLY,2011-05-28,8374,5308,4301,2970,0,0
ladygaga,REPLY,2011-05-29,6930,4565,3282,2293,0,0
ladygaga,REPLY,2011-05-30,6728,4337,2727,2101,0,0
ladygaga,REPLY,2011-05-31,7340,4902,3360,2380,0,0
ladygaga,REPLY,2011-06-01,5816,3865,2691,1803,0,0
ladygaga,REPLY,2011-06-02,7108,4646,3480,2438,0,0
ladygaga,REPLY,2011-06-03,5482,3341,2815,1664,0,0
ladygaga,REPLY,2011-06-04,5092,3459,2336,1625,0,0
ladygaga,REPLY,2011-06-05,8893,5510,4328,2854,0,0
ladygaga,REPLY,2011-06-06,5251,3565,2530,1765,0,0
ladygaga,REPLY,2011-06-07,6471,4022,3089,2122,0,0
ladygaga,REPLY,2011-06-08,6394,4017,3163,2042,0,0
ladygaga,REPLY,2011-06-09,5979,3783,2611,1810,0,0
ladygaga,REPLY,2011-06-10,6621,4091,2991,2048,0,0
ladygaga,REPLY,2011-06-11,5932,3335,2701,1609,0,0
ladygaga,REPLY,2011-06-12,5831,3911,2918,2130,2261,1719
ladygaga,REPLY,2011-06-13,5835,3271,2691,1579,0,0
ladygaga,REPLY,2011-06-14,6511,3403,3037,1736,0,0
ladygaga,REPLY,2011-06-15,7831,4540,3374,2262,0,0
ladygaga,REPLY,2011-06-16,3511,2066,1567,1016,0,0
ladygaga,REPLY,2011-06-17,5117,3317,2579,1787,1302,1099
ladygaga,REPLY,2011-06-18,6722,4568,3590,2558,2604,2198
ladygaga,REPLY,2011-06-19,8972,5549,4377,2840,3173,2480
ladygaga,REPLY,2011-06-20,5957,3985,2712,2080,0,0
ladygaga,REPLY,2011-06-21,4992,3353,2613,1927,0,0
ladygaga,REPLY,2011-06-22,6207,4005,3003,2128,0,0
ladygaga,REPLY,2011-06-23,7976,4680,4102,2559,0,0
ladygaga,REPLY,2011-06-24,7002,3682,3270,1920,0,0
ladygaga,REPLY,2011-06-25,8506,4761,4160,2538,2873,2355
ladygaga,REPLY,2011-06-26,7341,4203,3555,2261,0,0
ladygaga,REPLY,2011-06-27,5004,2744,2389,1360,0,0
ladygaga,REPLY,2011-06-28,7398,4249,3165,2163,0,0
ladygaga,REPLY,2011-06-29,5583,3393,2428,1646,0,0
ladygaga,REPLY,2011-06-30,5515,3100,2598,1552,0,0
ladygaga,REPLY,2011-07-01,3973,2134,1682,1044,0,0
ladygaga,REPLY,2011-07-02,5897,2633,2305,1239,0,0
ladygaga,REPLY,2011-07-03,10451,4540,5470,2471,0,0
ladygaga,REPLY,2011-07-04,7253,3592,3730,1901,0,0
ladygaga,REPLY,2011-07-05,7403,3708,3502,1811,2499,1958
ladygaga,REPLY,2011-07-06,7754,4565,3604,2135,0,0
ladygaga,REPLY,2011-07-07,8480,4903,3651,2346,0,0
ladygaga,REPLY,2011-07-08,7500,4354,3379,2146,2190,1734
ladygaga,RETWEET,2011-05-13,145,99,57,34,0,0
ladygaga,RETWEET,2011-05-14,245,178,160,131,0,0
ladygaga,RETWEET,2011-05-15,189,149,153,123,0,0
ladygaga,RETWEET,2011-05-16,317,259,178,151,0,0
ladygaga,RETWEET,2011-05-17,282,222,236,193,0,0
ladygaga,RETWEET,2011-05-18,61,58,11,10,0,0
ladygaga,RETWEET,2011-05-19,142,109,88,72,0,0
ladygaga,RETWEET,2011-05-20,126,114,17,16,0,0
ladygaga,RETWEET,2011-05-21,75,48,40,16,0,0
ladygaga,RETWEET,2011-05-22,82,74,57,54,0,0
ladygaga,RETWEET,2011-05-23,291,274,46,41,0,0
ladygaga,RETWEET,2011-05-24,84,53,31,17,0,0
ladygaga,RETWEET,2011-05-25,83,53,24,13,0,0
ladygaga,RETWEET,2011-05-26,36,31,10,9,0,0
ladygaga,RETWEET,2011-05-27,686,309,615,266,0,0
ladygaga,RETWEET,2011-05-28,556,250,497,206,0,0
ladygaga,RETWEET,2011-05-29,361,267,153,65,0,0
ladygaga,RETWEET,2011-05-30,211,173,60,31,0,0
ladygaga,RETWEET,2011-05-31,269,218,192,165,0,0
ladygaga,RETWEET,2011-06-01,122,92,73,57,0,0
ladygaga,RETWEET,2011-06-02,626,570,531,505,0,0
ladygaga,RETWEET,2011-06-03,338,294,276,250,0,0
ladygaga,RETWEET,2011-06-04,214,188,168,149,0,0
ladygaga,RETWEET,2011-06-05,1100,841,616,568,0,0
ladygaga,RETWEET,2011-06-06,336,238,137,117,0,0
ladygaga,RETWEET,2011-06-07,254,167,149,114,0,0
ladygaga,RETWEET,2011-06-08,184,128,121,99,0,0
ladygaga,RETWEET,2011-06-09,153,120,112,94,0,0
ladygaga,RETWEET,2011-06-10,181,144,49,32,0,0
ladygaga,RETWEET,2011-06-11,138,89,66,44,2256,1878
ladygaga,RETWEET,2011-06-12,152,131,115,107,0,0
ladygaga,RETWEET,2011-06-13,112,100,76,73,0,0
ladygaga,RETWEET,2011-06-14,181,120,155,104,0,0
ladygaga,RETWEET,2011-06-15,345,293,198,178,0,0
ladygaga,RETWEET,2011-06-16,146,95,87,63,0,0
ladygaga,RETWEET,2011-06-17,187,132,95,66,0,0
ladygaga,RETWEET,2011-06-18,228,169,102,68,0,0
ladygaga,RETWEET,2011-06-19,761,699,533,496,0,0
ladygaga,RETWEET,2011-06-20,233,219,166,161,0,0
ladygaga,RETWEET,2011-06-21,133,121,80,76,0,0
ladygaga,RETWEET,2011-06-22,231,192,50,47,0,0
ladygaga,RETWEET,2011-06-23,312,242,73,64,0,0
ladygaga,RETWEET,2011-06-24,416,381,350,330,0,0
ladygaga,RETWEET,2011-06-25,808,727,504,465,0,0
ladygaga,RETWEET,2011-06-26,276,227,188,167,0,0
ladygaga,RETWEET,2011-06-27,113,88,83,64,0,0
ladygaga,RETWEET,2011-06-28,258,165,142,105,0,0
ladygaga,RETWEET,2011-06-29,243,198,67,50,0,0
ladygaga,RETWEET,2011-06-30,167,129,106,93,0,0
ladygaga,RETWEET,2011-07-01,79,54,64,42,0,0
ladygaga,RETWEET,2011-07-02,254,213,31,23,0,0
ladygaga,RETWEET,2011-07-03,395,271,223,163,0,0
ladygaga,RETWEET,2011-07-04,220,177,131,112,0,0
ladygaga,RETWEET,2011-07-05,177,140,75,64,0,0
ladygaga,RETWEET,2011-07-06,1186,609,512,256,0,0
ladygaga,RETWEET,2011-07-07,2403,938,1163,474,0,0
ladygaga,RETWEET,2011-07-08,941,381,455,175,0,0
mashable,MENTION,2011-05-13,8513,5561,2536,1987,1069,958
mashable,MENTION,2011-05-14,5403,3188,1434,1054,661,560
mashable,MENTION,2011-05-15,3556,2171,855,687,374,338
mashable,MENTION,2011-05-16,4403,2797,1062,875,454,381
mashable,MENTION,2011-05-17,8795,5941,2805,2243,561,533
mashable,MENTION,2011-05-18,8975,6010,2444,2002,1431,1280
mashable,MENTION,2011-05-19,8542,5393,2406,1897,624,553
mashable,MENTION,2011-05-20,7892,5198,3244,2423,448,424
mashable,MENTION,2011-05-21,5412,3311,1775,1356,0,0
mashable,MENTION,2011-05-22,2766,1949,1451,1224,221,215
mashable,MENTION,2011-05-23,4092,2615,1311,1010,378,319
mashable,MENTION,2011-05-24,7490,4898,2301,1793,1216,1074
mashable,MENTION,2011-05-25,6820,4554,1995,1621,354,333
mashable,MENTION,2011-05-26,7481,4825,1766,1294,203,186
mashable,MENTION,2011-05-27,8885,6044,2505,1987,0,0
mashable,MENTION,2011-05-28,4899,3336,1418,1096,459,420
mashable,MENTION,2011-05-29,2406,1642,765,636,251,222
mashable,MENTION,2011-05-30,3813,2709,1561,1194,592,535
mashable,MENTION,2011-05-31,5051,3453,2271,1789,642,554
mashable,MENTION,2011-06-01,9319,6520,2797,2360,780,659
mashable,MENTION,2011-06-02,9062,6269,3451,2817,367,354
mashable,MENTION,2011-06-03,6999,5134,2257,1895,546,540
mashable,MENTION,2011-06-04,4939,3814,1454,1249,542,526
mashable,MENTION,2011-06-05,2733,2062,791,639,165,164
mashable,MENTION,2011-06-06,4206,3245,996,907,0,0
mashable,MENTION,2011-06-07,7735,5800,2539,2191,456,446
mashable,MENTION,2011-06-08,7232,5473,2568,2234,596,577
mashable,MENTION,2011-06-09,7286,5438,2259,1956,754,735
mashable,MENTION,2011-06-10,7699,5774,2496,1981,493,471
mashable,MENTION,2011-06-11,5239,3724,1370,968,848,756
mashable,MENTION,2011-06-12,2729,2041,706,587,0,0
mashable,MENTION,2011-06-13,3833,2805,785,708,0,0
mashable,MENTION,2011-06-14,6300,4638,1577,1318,343,326
mashable,MENTION,2011-06-15,5739,4152,2099,1807,230,214
mashable,MENTION,2011-06-16,4355,3324,1197,1019,319,308
mashable,MENTION,2011-06-17,4845,3651,1413,1176,385,371
mashable,MENTION,2011-06-18,5335,3977,1628,1332,450,434
mashable,MENTION,2011-06-19,2645,1975,723,623,392,360
mashable,MENTION,2011-06-20,4707,3449,1654,1426,494,444
mashable,MENTION,2011-06-21,7128,5174,2274,1950,647,610
mashable,MENTION,2011-06-22,7676,5449,2834,2365,662,590
mashable,MENTION,2011-06-23,7300,5338,1934,1661,649,591
mashable,MENTION,2011-06-24,7295,5354,1819,1587,385,370
mashable,MENTION,2011-06-25,5334,3600,1505,1148,420,392
mashable,MENTION,2011-06-26,2579,1823,1029,824,102,94
mashable,MENTION,2011-06-27,3888,2665,1990,1441,254,239
mashable,MENTION,2011-06-28,7430,5379,2594,2203,259,241
mashable,MENTION,2011-06-29,8753,6662,2198,1961,0,0
mashable,MENTION,2011-06-30,10092,7610,3572,3164,367,360
mashable,MENTION,2011-07-01,7897,5809,2746,2437,159,152
mashable,MENTION,2011-07-02,4707,3540,1585,1322,251,231
mashable,MENTION,2011-07-03,3289,2485,803,693,260,246
mashable,MENTION,2011-07-04,4460,3238,959,837,717,660
mashable,MENTION,2011-07-05,6996,5157,1451,1224,491,457
mashable,MENTION,2011-07-06,9774,7189,2439,2123,1202,1117
mashable,MENTION,2011-07-07,9324,6790,2424,2123,0,0
mashable,MENTION,2011-07-08,6747,4831,2703,2146,0,0
mashable,REPLY,2011-05-13,293,248,88,80,0,0
mashable,REPLY,2011-05-14,257,164,81,62,0,0
mashable,REPLY,2011-05-15,226,178,61,54,0,0
mashable,REPLY,2011-05-16,174,118,50,35,0,0
mashable,REPLY,2011-05-17,368,243,108,78,0,0
mashable,REPLY,2011-05-18,337,211,104,71,0,0
mashable,REPLY,2011-05-19,343,235,96,74,0,0
mashable,REPLY,2011-05-20,349,219,119,71,0,0
mashable,REPLY,2011-05-21,263,159,84,66,0,0
mashable,REPLY,2011-05-22,113,74,48,32,0,0
mashable,REPLY,2011-05-23,137,100,36,30,0,0
mashable,REPLY,2011-05-24,316,213,86,62,0,0
mashable,REPLY,2011-05-25,316,204,103,77,0,0
mashable,REPLY,2011-05-26,314,199,97,66,0,0
mashable,REPLY,2011-05-27,429,301,141,106,0,0
mashable,REPLY,2011-05-28,252,167,68,40,0,0
mashable,REPLY,2011-05-29,133,92,37,28,0,0
mashable,REPLY,2011-05-30,176,125,76,54,0,0
mashable,REPLY,2011-05-31,248,160,92,58,0,0
mashable,REPLY,2011-06-01,407,269,102,78,0,0
mashable,REPLY,2011-06-02,346,209,110,72,0,0
mashable,REPLY,2011-06-03,251,147,85,50,0,0
mashable,REPLY,2011-06-04,254,165,82,52,0,0
mashable,REPLY,2011-06-05,99,63,42,30,0,0
mashable,REPLY,2011-06-06,132,100,33,30,0,0
mashable,REPLY,2011-06-07,255,218,76,68,0,0
mashable,REPLY,2011-06-08,199,160,63,52,0,0
mashable,REPLY,2011-06-09,249,207,80,67,0,0
mashable,REPLY,2011-06-10,250,214,83,72,0,0
mashable,REPLY,2011-06-11,288,232,78,70,0,0
mashable,REPLY,2011-06-12,139,115,35,31,0,0
mashable,REPLY,2011-06-13,165,126,53,47,0,0
mashable,REPLY,2011-06-14,219,165,74,56,0,0
mashable,REPLY,2011-06-15,202,163,61,52,0,0
mashable,REPLY,2011-06-16,137,106,44,38,0,0
mashable,REPLY,2011-06-17,173,125,56,42,0,0
mashable,REPLY,2011-06-18,208,144,68,45,0,0
mashable,REPLY,2011-06-19,172,141,64,54,0,0
mashable,REPLY,2011-06-20,181,132,44,34,0,0
mashable,REPLY,2011-06-21,258,181,71,56,0,0
mashable,REPLY,2011-06-22,248,176,82,53,0,0
mashable,REPLY,2011-06-23,213,125,55,38,0,0
mashable,REPLY,2011-06-24,241,159,59,55,0,0
mashable,REPLY,2011-06-25,228,156,73,55,0,0
mashable,REPLY,2011-06-26,133,97,57,44,0,0
mashable,REPLY,2011-06-27,155,109,73,43,0,0
mashable,REPLY,2011-06-28,282,207,89,60,0,0
mashable,REPLY,2011-06-29,254,186,72,57,0,0
mashable,REPLY,2011-06-30,380,306,110,95,0,0
mashable,REPLY,2011-07-01,289,196,86,64,0,0
mashable,REPLY,2011-07-02,211,137,69,50,0,0
mashable,REPLY,2011-07-03,168,122,49,37,0,0
mashable,REPLY,2011-07-04,171,103,48,38,0,0
mashable,REPLY,2011-07-05,284,170,82,56,0,0
mashable,REPLY,2011-07-06,422,333,110,92,0,0
mashable,REPLY,2011-07-07,360,260,111,92,0,0
mashable,REPLY,2011-07-08,266,173,107,74,0,0
mashable,RETWEET,2011-05-13,1104,757,339,274,0,0
mashable,RETWEET,2011-05-14,823,538,189,143,0,0
mashable,RETWEET,2011-05-15,625,439,131,117,0,0
mashable,RETWEET,2011-05-16,634,443,114,96,0,0
mashable,RETWEET,2011-05-17,1211,843,381,311,0,0
mashable,RETWEET,2011-05-18,1346,956,278,221,0,0
mashable,RETWEET,2011-05-19,1159,814,316,261,0,0
mashable,RETWEET,2011-05-20,1131,758,500,382,0,0
mashable,RETWEET,2011-05-21,816,515,260,197,290,269
mashable,RETWEET,2011-05-22,511,388,248,224,0,0
mashable,RETWEET,2011-05-23,634,422,158,136,0,0
mashable,RETWEET,2011-05-24,1263,815,340,251,0,0
mashable,RETWEET,2011-05-25,1112,754,316,251,0,0
