target_user,tweet_type,create_date,total_tweet_count,total_user_count,positive_tweet_count,positive_user_count,negative_tweet_count,negative_user_count
britneyspears,REPLY,2011-05-24,1888,1197,787,542,0,0
britneyspears,REPLY,2011-05-25,2175,1471,993,675,0,0
britneyspears,REPLY,2011-05-26,1871,1227,905,530,0,0
britneyspears,REPLY,2011-05-27,2211,1333,988,592,0,0
britneyspears,REPLY,2011-05-28,1263,729,512,289,0,0
britneyspears,REPLY,2011-05-29,1506,780,519,314,0,0
britneyspears,REPLY,2011-05-30,2720,1722,832,592,0,0
britneyspears,REPLY,2011-05-31,1802,1109,558,381,747,592
britneyspears,REPLY,2011-06-01,2010,1398,574,464,0,0
britneyspears,REPLY,2011-06-02,2058,1437,836,603,0,0
britneyspears,REPLY,2011-06-03,1122,835,442,339,0,0
britneyspears,REPLY,2011-06-04,2146,1318,679,458,0,0
britneyspears,REPLY,2011-06-05,1033,743,380,296,0,0
britneyspears,REPLY,2011-06-06,951,774,366,308,0,0
britneyspears,REPLY,2011-06-07,2517,1834,1104,914,770,677
britneyspears,REPLY,2011-06-08,1644,1243,702,527,0,0
britneyspears,REPLY,2011-06-09,1198,891,445,342,0,0
britneyspears,REPLY,2011-06-10,1415,1056,583,410,0,0
britneyspears,REPLY,2011-06-11,2059,1223,671,472,0,0
britneyspears,REPLY,2011-06-12,1127,831,376,302,0,0
britneyspears,REPLY,2011-06-13,1013,664,374,254,0,0
britneyspears,REPLY,2011-06-14,1054,665,389,260,0,0
britneyspears,REPLY,2011-06-15,1348,755,477,285,0,0
britneyspears,REPLY,2011-06-16,1198,788,580,364,0,0
britneyspears,REPLY,2011-06-17,1615,1093,732,503,0,0
britneyspears,REPLY,2011-06-18,2031,1397,884,641,0,0
britneyspears,REPLY,2011-06-19,2931,1751,1431,836,0,0
britneyspears,REPLY,2011-06-20,2410,1696,1021,770,0,0
britneyspears,REPLY,2011-06-21,2133,1557,944,692,0,0
britneyspears,REPLY,2011-06-22,3321,2330,1497,1086,0,0
britneyspears,REPLY,2011-06-23,2056,1636,870,724,0,0
britneyspears,REPLY,2011-06-24,1775,1116,893,510,0,0
britneyspears,REPLY,2011-06-25,2442,1669,1253,899,0,0
britneyspears,REPLY,2011-06-26,1301,942,553,467,0,0
britneyspears,REPLY,2011-06-27,845,637,320,272,408,365
britneyspears,REPLY,2011-06-28,1957,1121,944,496,0,0
britneyspears,REPLY,2011-06-29,1424,966,629,425,0,0
britneyspears,REPLY,2011-06-30,2099,1338,835,596,0,0
britneyspears,REPLY,2011-07-01,1570,1051,819,522,599,510
britneyspears,REPLY,2011-07-02,2554,1276,1372,674,0,0
britneyspears,REPLY,2011-07-03,1788,1092,827,506,0,0
britneyspears,REPLY,2011-07-04,998,661,424,281,0,0
britneyspears,REPLY,2011-07-05,2286,1525,1243,821,0,0
britneyspears,REPLY,2011-07-06,1472,994,728,448,0,0
britneyspears,REPLY,2011-07-07,2982,1463,1425,722,0,0
britneyspears,REPLY,2011-07-08,1523,1017,615,456,0,0
britneyspears,RETWEET,2011-05-13,50,39,39,33,0,0
britneyspears,RETWEET,2011-05-14,250,242,97,95,0,0
britneyspears,RETWEET,2011-05-15,127,119,9,8,0,0
britneyspears,RETWEET,2011-05-16,20,20,7,7,0,0
britneyspears,RETWEET,2011-05-17,63,45,9,6,0,0
britneyspears,RETWEET,2011-05-18,43,41,28,28,0,0
britneyspears,RETWEET,2011-05-19,31,30,4,4,0,0
britneyspears,RETWEET,2011-05-20,25,22,6,6,0,0
britneyspears,RETWEET,2011-05-21,45,44,27,26,0,0
britneyspears,RETWEET,2011-05-22,238,225,85,85,0,0
britneyspears,RETWEET,2011-05-23,116,110,22,22,0,0
britneyspears,RETWEET,2011-05-24,18,15,2,2,0,0
britneyspears,RETWEET,2011-05-25,80,75,19,19,0,0
britneyspears,RETWEET,2011-05-26,53,49,34,33,0,0
britneyspears,RETWEET,2011-05-27,27,25,16,15,0,0
britneyspears,RETWEET,2011-05-28,23,13,10,6,0,0
britneyspears,RETWEET,2011-05-29,8,8,0,0,0,0
britneyspears,RETWEET,2011-05-30,54,49,7,7,0,0
britneyspears,RETWEET,2011-05-31,11,11,2,2,0,0
britneyspears,RETWEET,2011-06-01,40,39,5,5,0,0
britneyspears,RETWEET,2011-06-02,71,69,59,59,0,0
britneyspears,RETWEET,2011-06-03,8,8,5,5,0,0
britneyspears,RETWEET,2011-06-04,63,58,38,36,0,0
britneyspears,RETWEET,2011-06-05,32,18,15,8,0,0
britneyspears,RETWEET,2011-06-06,7,7,4,4,0,0
britneyspears,RETWEET,2011-06-07,439,423,336,332,0,0
britneyspears,RETWEET,2011-06-08,104,82,59,51,0,0
britneyspears,RETWEET,2011-06-09,34,31,23,23,0,0
britneyspears,RETWEET,2011-06-10,62,59,54,53,0,0
britneyspears,RETWEET,2011-06-11,42,40,33,31,0,0
britneyspears,RETWEET,2011-06-12,11,11,6,6,0,0
britneyspears,RETWEET,2011-06-13,5,5,4,4,0,0
britneyspears,RETWEET,2011-06-14,19,19,5,5,0,0
britneyspears,RETWEET,2011-06-15,28,27,3,3,0,0
britneyspears,RETWEET,2011-06-16,76,70,44,44,0,0
britneyspears,RETWEET,2011-06-17,95,90,30,30,0,0
britneyspears,RETWEET,2011-06-18,114,110,16,16,0,0
britneyspears,RETWEET,2011-06-19,134,111,100,88,0,0
britneyspears,RETWEET,2011-06-20,215,190,147,137,0,0
britneyspears,RETWEET,2011-06-21,60,48,28,26,0,0
britneyspears,RETWEET,2011-06-22,132,127,116,111,0,0
britneyspears,RETWEET,2011-06-23,48,41,38,34,0,0
britneyspears,RETWEET,2011-06-24,34,31,24,23,0,0
britneyspears,RETWEET,2011-06-25,73,62,46,44,0,0
britneyspears,RETWEET,2011-06-26,17,14,8,8,0,0
britneyspears,RETWEET,2011-06-27,7,7,2,2,0,0
britneyspears,RETWEET,2011-06-28,96,75,38,34,0,0
britneyspears,RETWEET,2011-06-29,52,44,31,28,0,0
britneyspears,RETWEET,2011-06-30,90,78,69,64,0,0
britneyspears,RETWEET,2011-07-01,68,66,64,63,0,0
britneyspears,RETWEET,2011-07-02,473,219,444,205,0,0
britneyspears,RETWEET,2011-07-03,372,152,367,149,0,0
britneyspears,RETWEET,2011-07-04,140,52,134,49,0,0
britneyspears,RETWEET,2011-07-05,463,224,456,221,0,0
britneyspears,RETWEET,2011-07-06,418,207,414,203,0,0
britneyspears,RETWEET,2011-07-07,336,198,313,182,0,0
britneyspears,RETWEET,2011-07-08,211,104,205,98,0,0
cnnbrk,MENTION,2011-05-13,633,489,91,78,331,288
cnnbrk,MENTION,2011-05-14,2040,1914,304,295,589,558
cnnbrk,MENTION,2011-05-15,644,462,162,131,0,0
cnnbrk,MENTION,2011-05-16,550,391,72,50,167,134
cnnbrk,MENTION,2011-05-17,1754,1683,283,279,992,966
cnnbrk,MENTION,2011-05-18,940,827,153,148,410,366
cnnbrk,MENTION,2011-05-19,772,538,106,85,493,431
cnnbrk,MENTION,2011-05-20,672,551,170,158,0,0
cnnbrk,MENTION,2011-05-21,1088,883,206,180,304,257
cnnbrk,MENTION,2011-05-22,889,704,125,91,195,147
cnnbrk,MENTION,2011-05-23,955,856,140,136,461,420
cnnbrk,MENTION,2011-05-24,1045,904,116,102,376,343
cnnbrk,MENTION,2011-05-25,2042,1796,447,422,0,0
cnnbrk,MENTION,2011-05-26,568,498,147,127,152,139
cnnbrk,MENTION,2011-05-27,571,495,70,69,0,0
cnnbrk,MENTION,2011-05-28,646,528,103,94,176,164
cnnbrk,MENTION,2011-05-29,313,280,98,97,0,0
cnnbrk,MENTION,2011-05-30,308,285,43,43,318,308
cnnbrk,MENTION,2011-05-31,1720,1643,843,829,0,0
cnnbrk,MENTION,2011-06-01,1054,995,354,350,0,0
cnnbrk,MENTION,2011-06-02,1375,1296,208,204,656,633
cnnbrk,MENTION,2011-06-03,800,757,81,81,401,380
cnnbrk,MENTION,2011-06-04,836,762,206,193,0,0
cnnbrk,MENTION,2011-06-05,131,107,16,15,0,0
cnnbrk,MENTION,2011-06-06,420,378,190,186,0,0
cnnbrk,MENTION,2011-06-07,996,927,104,100,908,836
cnnbrk,MENTION,2011-06-08,656,580,147,116,197,179
cnnbrk,MENTION,2011-06-09,785,739,117,115,311,291
cnnbrk,MENTION,2011-06-10,691,646,106,101,298,281
cnnbrk,MENTION,2011-06-11,1055,984,140,137,863,821
cnnbrk,MENTION,2011-06-12,429,396,122,118,196,177
cnnbrk,MENTION,2011-06-13,459,432,219,217,0,0
cnnbrk,MENTION,2011-06-14,1473,1330,268,260,572,539
cnnbrk,MENTION,2011-06-15,593,545,74,67,426,399
cnnbrk,MENTION,2011-06-16,1328,1291,145,143,0,0
cnnbrk,MENTION,2011-06-17,1139,966,166,159,173,162
cnnbrk,MENTION,2011-06-18,949,640,186,175,0,0
cnnbrk,MENTION,2011-06-19,932,640,128,112,302,274
cnnbrk,MENTION,2011-06-20,962,741,189,188,414,394
cnnbrk,MENTION,2011-06-21,1927,1512,150,149,1153,1118
cnnbrk,MENTION,2011-06-22,839,602,79,76,0,0
cnnbrk,MENTION,2011-06-23,1584,1297,111,109,852,815
cnnbrk,MENTION,2011-06-24,1426,892,253,201,270,256
cnnbrk,MENTION,2011-06-25,4561,1605,830,441,810,387
cnnbrk,MENTION,2011-06-26,2975,764,358,208,407,262
cnnbrk,MENTION,2011-06-27,2959,1233,146,134,0,0
cnnbrk,MENTION,2011-06-28,1471,798,219,165,501,398
cnnbrk,MENTION,2011-06-29,1914,651,160,88,406,198
cnnbrk,MENTION,2011-06-30,576,516,93,92,0,0
cnnbrk,MENTION,2011-07-01,394,346,65,64,0,0
cnnbrk,MENTION,2011-07-02,1221,1138,319,314,419,391
cnnbrk,MENTION,2011-07-03,534,463,70,68,240,228
cnnbrk,MENTION,2011-07-04,297,259,131,125,0,0
cnnbrk,MENTION,2011-07-05,503,430,172,163,177,167
cnnbrk,MENTION,2011-07-06,2004,1842,179,176,1370,1320
cnnbrk,MENTION,2011-07-07,1384,1264,148,144,732,713
cnnbrk,MENTION,2011-07-08,1152,972,208,198,426,337
cnnbrk,REPLY,2011-05-13,140,107,15,15,0,0
cnnbrk,REPLY,2011-05-14,316,255,55,51,0,0
cnnbrk,REPLY,2011-05-15,175,142,38,36,205,171
cnnbrk,REPLY,2011-05-16,147,111,19,17,0,0
cnnbrk,REPLY,2011-05-17,226,196,47,46,0,0
cnnbrk,REPLY,2011-05-18,210,173,40,36,0,0
cnnbrk,REPLY,2011-05-19,205,162,37,30,0,0
cnnbrk,REPLY,2011-05-20,224,191,62,57,378,351
cnnbrk,REPLY,2011-05-21,168,145,32,30,0,0
cnnbrk,REPLY,2011-05-22,150,127,33,28,0,0
cnnbrk,REPLY,2011-05-23,201,168,44,42,0,0
cnnbrk,REPLY,2011-05-24,191,160,32,31,0,0
cnnbrk,REPLY,2011-05-25,268,234,50,48,0,0
cnnbrk,REPLY,2011-05-26,135,126,38,34,0,0
cnnbrk,REPLY,2011-05-27,121,114,21,21,0,0
cnnbrk,REPLY,2011-05-28,124,110,35,34,0,0
cnnbrk,REPLY,2011-05-29,100,91,21,20,267,248
cnnbrk,REPLY,2011-05-30,92,79,12,11,0,0
cnnbrk,REPLY,2011-05-31,167,151,34,32,0,0
cnnbrk,REPLY,2011-06-01,128,116,34,31,238,229
cnnbrk,REPLY,2011-06-02,208,192,27,27,0,0
cnnbrk,REPLY,2011-06-03,126,114,28,27,0,0
cnnbrk,REPLY,2011-06-04,181,171,39,37,390,367
cnnbrk,REPLY,2011-06-05,74,68,7,7,60,56
cnnbrk,REPLY,2011-06-06,100,86,27,25,0,0
cnnbrk,REPLY,2011-06-07,232,193,44,42,0,0
cnnbrk,REPLY,2011-06-08,158,134,23,21,0,0
cnnbrk,REPLY,2011-06-09,197,168,25,24,0,0
cnnbrk,REPLY,2011-06-10,243,208,39,35,0,0
cnnbrk,REPLY,2011-06-11,155,145,37,37,0,0
cnnbrk,REPLY,2011-06-12,146,132,33,33,0,0
cnnbrk,REPLY,2011-06-13,86,76,28,24,74,69
cnnbrk,REPLY,2011-06-14,492,422,100,90,0,0
cnnbrk,REPLY,2011-06-15,109,89,25,23,0,0
cnnbrk,REPLY,2011-06-16,57,52,6,6,0,0
cnnbrk,REPLY,2011-06-17,54,42,10,9,0,0
cnnbrk,REPLY,2011-06-18,162,104,28,23,0,0
cnnbrk,REPLY,2011-06-19,108,89,18,17,0,0
cnnbrk,REPLY,2011-06-20,106,85,23,22,0,0
cnnbrk,REPLY,2011-06-21,152,144,32,31,0,0
cnnbrk,REPLY,2011-06-22,84,71,21,17,0,0
cnnbrk,REPLY,2011-06-23,214,202,29,27,0,0
cnnbrk,REPLY,2011-06-24,100,93,26,25,0,0
cnnbrk,REPLY,2011-06-25,153,138,31,30,0,0
cnnbrk,REPLY,2011-06-26,110,105,22,21,0,0
cnnbrk,REPLY,2011-06-27,123,117,18,18,460,421
cnnbrk,REPLY,2011-06-28,93,90,23,22,0,0
cnnbrk,REPLY,2011-06-29,87,67,15,13,0,0
cnnbrk,REPLY,2011-06-30,129,110,26,24,111,106
cnnbrk,REPLY,2011-07-01,66,57,23,20,0,0
cnnbrk,REPLY,2011-07-02,114,101,20,20,0,0
cnnbrk,REPLY,2011-07-03,137,118,23,22,0,0
cnnbrk,REPLY,2011-07-04,86,79,10,10,0,0
cnnbrk,REPLY,2011-07-05,84,84,17,17,0,0
cnnbrk,REPLY,2011-07-06,575,527,94,92,0,0
cnnbrk,REPLY,2011-07-07,298,275,54,51,0,0
cnnbrk,REPLY,2011-07-08,294,277,56,56,0,0
cnnbrk,RETWEET,2011-05-13,240,211,10,10,0,0
cnnbrk,RETWEET,2011-05-14,463,413,51,50,0,0
cnnbrk,RETWEET,2011-05-15,238,207,54,50,0,0
cnnbrk,RETWEET,2011-05-16,210,175,5,5,0,0
cnnbrk,RETWEET,2011-05-17,487,448,24,24,0,0
cnnbrk,RETWEET,2011-05-18,381,316,36,34,0,0
cnnbrk,RETWEET,2011-05-19,237,196,33,30,0,0
cnnbrk,RETWEET,2011-05-20,244,210,61,58,0,0
cnnbrk,RETWEET,2011-05-21,323,274,6,6,0,0
cnnbrk,RETWEET,2011-05-22,204,186,36,35,0,0
cnnbrk,RETWEET,2011-05-23,327,277,28,28,0,0
cnnbrk,RETWEET,2011-05-24,434,370,9,9,0,0
cnnbrk,RETWEET,2011-05-25,910,673,174,154,900,833
cnnbrk,RETWEET,2011-05-26,394,327,110,109,0,0
cnnbrk,RETWEET,2011-05-27,242,196,27,27,371,340
cnnbrk,RETWEET,2011-05-28,214,186,11,11,0,0
cnnbrk,RETWEET,2011-05-29,154,134,36,36,0,0
cnnbrk,RETWEET,2011-05-30,156,139,18,18,0,0
cnnbrk,RETWEET,2011-05-31,329,301,156,154,597,580
cnnbrk,RETWEET,2011-06-01,343,303,100,96,0,0
cnnbrk,RETWEET,2011-06-02,552,460,56,56,0,0
cnnbrk,RETWEET,2011-06-03,400,354,11,11,0,0
cnnbrk,RETWEET,2011-06-04,282,250,72,70,0,0
cnnbrk,RETWEET,2011-06-05,68,58,1,1,0,0
cnnbrk,RETWEET,2011-06-06,298,270,135,134,233,209
cnnbrk,RETWEET,2011-06-07,385,316,20,20,0,0
cnnbrk,RETWEET,2011-06-08,245,214,41,41,0,0
cnnbrk,RETWEET,2011-06-09,308,259,22,21,0,0
cnnbrk,RETWEET,2011-06-10,225,196,5,5,0,0
cnnbrk,RETWEET,2011-06-11,330,287,12,12,0,0
cnnbrk,RETWEET,2011-06-12,160,142,24,23,0,0
cnnbrk,RETWEET,2011-06-13,183,169,86,83,0,0
cnnbrk,RETWEET,2011-06-14,386,320,42,39,0,0
cnnbrk,RETWEET,2011-06-15,151,124,3,3,0,0
cnnbrk,RETWEET,2011-06-16,177,165,3,3,118,114
cnnbrk,RETWEET,2011-06-17,176,167,21,19,200,173
cnnbrk,RETWEET,2011-06-18,174,148,38,35,282,232
cnnbrk,RETWEET,2011-06-19,229,201,34,32,0,0
cnnbrk,RETWEET,2011-06-20,313,278,82,78,0,0
cnnbrk,RETWEET,2011-06-21,622,550,27,25,0,0
cnnbrk,RETWEET,2011-06-22,270,221,16,16,196,177
cnnbrk,RETWEET,2011-06-23,551,457,9,9,0,0
cnnbrk,RETWEET,2011-06-24,346,308,23,23,0,0
cnnbrk,RETWEET,2011-06-25,460,420,13,13,0,0
cnnbrk,RETWEET,2011-06-26,211,181,21,21,0,0
cnnbrk,RETWEET,2011-06-27,287,268,10,10,0,0
cnnbrk,RETWEET,2011-06-28,263,234,28,27,0,0
cnnbrk,RETWEET,2011-06-29,307,273,3,3,0,0
cnnbrk,RETWEET,2011-06-30,254,221,30,28,0,0
cnnbrk,RETWEET,2011-07-01,210,191,23,23,262,248
cnnbrk,RETWEET,2011-07-02,400,362,56,56,0,0
cnnbrk,RETWEET,2011-07-03,223,199,2,2,0,0
cnnbrk,RETWEET,2011-07-04,129,117,52,51,82,74
cnnbrk,RETWEET,2011-07-05,200,170,32,32,0,0
cnnbrk,RETWEET,2011-07-06,577,535,8,8,0,0
cnnbrk,RETWEET,2011-07-07,614,546,16,16,0,0
cnnbrk,RETWEET,2011-07-08,366,334,36,36,0,0
DalaiLama,MENTION,2011-05-13,891,820,531,494,87,86
DalaiLama,MENTION,2011-05-14,988,872,672,604,67,65
DalaiLama,MENTION,2011-05-15,348,315,216,201,43,38
DalaiLama,MENTION,2011-05-16,406,365,267,241,0,0
DalaiLama,MENTION,2011-05-17,362,339,157,152,235,233
DalaiLama,MENTION,2011-05-18,1663,1622,1219,1208,0,0
DalaiLama,MENTION,2011-05-19,603,576,334,330,73,69
DalaiLama,MENTION,2011-05-20,624,596,342,334,46,45
DalaiLama,MENTION,2011-05-21,455,427,189,182,0,0
DalaiLama,MENTION,2011-05-22,264,216,106,103,30,26
DalaiLama,MENTION,2011-05-23,403,370,243,223,0,0
DalaiLama,MENTION,2011-05-24,526,502,392,383,0,0
DalaiLama,MENTION,2011-05-25,408,371,213,202,48,44
DalaiLama,MENTION,2011-05-26,272,228,118,109,0,0
DalaiLama,MENTION,2011-05-27,736,696,454,440,0,0
DalaiLama,MENTION,2011-05-28,508,473,214,201,55,51
DalaiLama,MENTION,2011-05-29,236,189,111,101,0,0
DalaiLama,MENTION,2011-05-30,370,340,245,232,49,48
DalaiLama,MENTION,2011-05-31,365,343,151,146,0,0
DalaiLama,MENTION,2011-06-01,289,236,115,87,47,47
DalaiLama,MENTION,2011-06-02,207,171,72,66,22,20
DalaiLama,MENTION,2011-06-03,755,714,148,139,0,0
DalaiLama,MENTION,2011-06-04,582,528,170,161,230,219
DalaiLama,MENTION,2011-06-05,185,168,67,63,63,59
DalaiLama,MENTION,2011-06-06,337,292,113,101,65,61
DalaiLama,MENTION,2011-06-07,314,272,103,97,86,84
DalaiLama,MENTION,2011-06-08,674,611,226,208,76,68
DalaiLama,MENTION,2011-06-09,598,494,189,167,0,0
DalaiLama,MENTION,2011-06-10,830,734,456,428,0,0
DalaiLama,MENTION,2011-06-11,998,955,267,256,77,76
DalaiLama,MENTION,2011-06-12,415,390,97,94,51,51
DalaiLama,MENTION,2011-06-13,392,368,161,158,90,89
DalaiLama,MENTION,2011-06-14,577,526,312,302,89,87
DalaiLama,MENTION,2011-06-15,994,937,183,179,0,0
DalaiLama,MENTION,2011-06-16,331,319,55,53,237,235
DalaiLama,MENTION,2011-06-17,193,187,80,79,0,0
DalaiLama,MENTION,2011-06-18,913,862,559,547,0,0
DalaiLama,MENTION,2011-06-19,449,386,235,223,0,0
DalaiLama,MENTION,2011-06-20,747,687,140,132,132,124
DalaiLama,MENTION,2011-06-21,666,621,373,366,68,67
DalaiLama,MENTION,2011-06-22,729,676,185,170,73,71
DalaiLama,MENTION,2011-06-23,529,494,105,97,527,520
DalaiLama,MENTION,2011-06-24,544,500,253,243,138,133
DalaiLama,MENTION,2011-06-25,307,289,104,95,30,30
DalaiLama,MENTION,2011-06-26,198,172,66,59,36,33
DalaiLama,MENTION,2011-06-27,683,635,78,71,0,0
DalaiLama,MENTION,2011-06-28,600,550,324,313,0,0
DalaiLama,MENTION,2011-06-29,1277,1216,640,624,0,0
DalaiLama,MENTION,2011-06-30,673,638,440,434,77,75
DalaiLama,MENTION,2011-07-01,354,315,151,144,35,35
DalaiLama,MENTION,2011-07-02,276,258,96,91,26,25
DalaiLama,MENTION,2011-07-03,191,170,82,78,0,0
DalaiLama,MENTION,2011-07-04,230,211,82,78,30,30
DalaiLama,MENTION,2011-07-05,432,394,121,112,46,40
DalaiLama,MENTION,2011-07-06,744,664,347,333,65,62
DalaiLama,MENTION,2011-07-07,1075,984,685,666,60,57
DalaiLama,MENTION,2011-07-08,473,426,213,199,51,44
DalaiLama,REPLY,2011-05-13,173,160,65,64,0,0
DalaiLama,REPLY,2011-05-14,195,184,88,83,0,0
DalaiLama,REPLY,2011-05-15,100,71,54,38,0,0
DalaiLama,REPLY,2011-05-16,162,157,86,84,33,31
DalaiLama,REPLY,2011-05-17,163,153,78,77,0,0
DalaiLama,REPLY,2011-05-18,272,253,107,105,110,107
DalaiLama,REPLY,2011-05-19,128,114,48,44,0,0
DalaiLama,REPLY,2011-05-20,150,144,51,50,0,0
DalaiLama,REPLY,2011-05-21,131,108,45,32,0,0
DalaiLama,REPLY,2011-05-22,98,83,40,39,0,0
DalaiLama,REPLY,2011-05-23,135,120,53,47,0,0
DalaiLama,REPLY,2011-05-24,176,169,84,82,45,43
DalaiLama,REPLY,2011-05-25,156,135,75,68,0,0
DalaiLama,REPLY,2011-05-26,68,59,29,24,32,25
DalaiLama,REPLY,2011-05-27,186,148,87,77,52,48
DalaiLama,REPLY,2011-05-28,171,162,60,58,0,0
DalaiLama,REPLY,2011-05-29,63,52,19,17,16,16
DalaiLama,REPLY,2011-05-30,149,141,63,59,0,0
DalaiLama,REPLY,2011-05-31,205,181,86,82,41,38
DalaiLama,REPLY,2011-06-01,93,84,34,32,0,0
DalaiLama,REPLY,2011-06-02,62,57,23,23,0,0
DalaiLama,REPLY,2011-06-03,204,188,67,64,898,884
DalaiLama,REPLY,2011-06-04,159,136,61,59,0,0
DalaiLama,REPLY,2011-06-05,115,101,51,43,0,0
DalaiLama,REPLY,2011-06-06,77,68,31,27,0,0
DalaiLama,REPLY,2011-06-07,178,163,83,76,0,0
DalaiLama,REPLY,2011-06-08,153,128,55,50,0,0
DalaiLama,REPLY,2011-06-09,130,116,52,51,0,0
DalaiLama,REPLY,2011-06-10,159,146,63,62,93,91
DalaiLama,REPLY,2011-06-11,225,193,76,76,0,0
DalaiLama,REPLY,2011-06-12,99,95,37,35,0,0
DalaiLama,REPLY,2011-06-13,112,103,50,46,0,0
DalaiLama,REPLY,2011-06-14,149,127,58,54,0,0
DalaiLama,REPLY,2011-06-15,247,212,76,69,0,0
DalaiLama,REPLY,2011-06-16,49,40,11,10,0,0
DalaiLama,REPLY,2011-06-17,46,35,21,12,0,0
DalaiLama,REPLY,2011-06-18,157,147,75,72,0,0
DalaiLama,REPLY,2011-06-19,91,77,45,42,70,66
DalaiLama,REPLY,2011-06-20,192,181,74,70,0,0
DalaiLama,REPLY,2011-06-21,142,129,69,63,0,0
DalaiLama,REPLY,2011-06-22,176,157,49,47,0,0
DalaiLama,REPLY,2011-06-23,156,144,54,52,0,0
DalaiLama,REPLY,2011-06-24,96,90,46,45,0,0
DalaiLama,REPLY,2011-06-25,35,33,15,15,0,0
DalaiLama,REPLY,2011-06-26,54,50,22,20,0,0
DalaiLama,REPLY,2011-06-27,242,220,82,76,0,0
DalaiLama,REPLY,2011-06-28,150,136,58,56,0,0
DalaiLama,REPLY,2011-06-29,170,159,73,70,427,424
DalaiLama,REPLY,2011-06-30,134,111,67,60,0,0
DalaiLama,REPLY,2011-07-01,32,25,10,9,0,0
DalaiLama,REPLY,2011-07-02,17,15,5,5,0,0
DalaiLama,REPLY,2011-07-03,53,44,24,23,19,19
DalaiLama,REPLY,2011-07-04,83,81,37,37,0,0
DalaiLama,REPLY,2011-07-05,177,158,67,62,0,0
DalaiLama,REPLY,2011-07-06,352,319,223,212,0,0
DalaiLama,REPLY,2011-07-07,300,288,209,205,0,0
DalaiLama,REPLY,2011-07-08,118,97,57,51,0,0
DalaiLama,RETWEET,2011-05-13,288,283,278,273,0,0
DalaiLama,RETWEET,2011-05-14,449,437,441,431,0,0
DalaiLama,RETWEET,2011-05-15,103,100,101,98,0,0
DalaiLama,RETWEET,2011-05-16,271,264,266,260,0,0
DalaiLama,RETWEET,2011-05-17,244,234,69,64,0,0
DalaiLama,RETWEET,2011-05-18,332,327,303,299,0,0
DalaiLama,RETWEET,2011-05-19,75,70,66,62,0,0
DalaiLama,RETWEET,2011-05-20,239,238,226,225,0,0
DalaiLama,RETWEET,2011-05-21,56,55,46,45,39,37
DalaiLama,RETWEET,2011-05-22,46,38,27,22,0,0
DalaiLama,RETWEET,2011-05-23,191,176,176,167,40,36
DalaiLama,RETWEET,2011-05-24,423,415,414,408,0,0
DalaiLama,RETWEET,2011-05-25,181,177,172,170,0,0
DalaiLama,RETWEET,2011-05-26,33,28,27,23,0,0
DalaiLama,RETWEET,2011-05-27,382,376,375,371,0,0
DalaiLama,RETWEET,2011-05-28,159,156,49,48,0,0
DalaiLama,RETWEET,2011-05-29,32,31,13,12,0,0
DalaiLama,RETWEET,2011-05-30,329,326,321,320,0,0
DalaiLama,RETWEET,2011-05-31,248,240,234,229,0,0
DalaiLama,RETWEET,2011-06-01,46,44,32,30,0,0
DalaiLama,RETWEET,2011-06-02,27,22,25,21,0,0
DalaiLama,RETWEET,2011-06-03,509,492,30,21,0,0
DalaiLama,RETWEET,2011-06-04,177,170,113,110,0,0
DalaiLama,RETWEET,2011-06-05,52,48,29,27,0,0
DalaiLama,RETWEET,2011-06-06,47,40,19,17,0,0
DalaiLama,RETWEET,2011-06-07,170,164,142,137,0,0
DalaiLama,RETWEET,2011-06-08,319,308,27,22,0,0
DalaiLama,RETWEET,2011-06-09,83,78,12,11,135,118
DalaiLama,RETWEET,2011-06-10,382,379,363,363,0,0
DalaiLama,RETWEET,2011-06-11,530,523,62,61,0,0
DalaiLama,RETWEET,2011-06-12,123,122,16,16,0,0
DalaiLama,RETWEET,2011-06-13,262,256,231,230,0,0
DalaiLama,RETWEET,2011-06-14,258,250,241,235,0,0
DalaiLama,RETWEET,2011-06-15,502,496,46,44,1059,1045
DalaiLama,RETWEET,2011-06-16,67,65,2,2,0,0
DalaiLama,RETWEET,2011-06-17,69,68,61,60,24,24
DalaiLama,RETWEET,2011-06-18,393,381,374,366,96,95
DalaiLama,RETWEET,2011-06-19,78,78,75,75,0,0
DalaiLama,RETWEET,2011-06-20,356,352,37,35,0,0
DalaiLama,RETWEET,2011-06-21,276,272,226,224,0,0
DalaiLama,RETWEET,2011-06-22,302,297,34,34,0,0
DalaiLama,RETWEET,2011-06-23,329,291,28,9,0,0
DalaiLama,RETWEET,2011-06-24,252,225,201,185,0,0
DalaiLama,RETWEET,2011-06-25,31,30,21,21,0,0
DalaiLama,RETWEET,2011-06-26,39,34,10,10,0,0
DalaiLama,RETWEET,2011-06-27,566,558,10,9,1072,1059
DalaiLama,RETWEET,2011-06-28,497,493,397,397,230,228
DalaiLama,RETWEET,2011-06-29,448,443,425,423,0,0
DalaiLama,RETWEET,2011-06-30,454,442,436,427,0,0
DalaiLama,RETWEET,2011-07-01,103,92,92,85,0,0
DalaiLama,RETWEET,2011-07-02,20,20,15,15,0,0
DalaiLama,RETWEET,2011-07-03,31,29,28,26,0,0
DalaiLama,RETWEET,2011-07-04,38,37,14,14,0,0
DalaiLama,RETWEET,2011-07-05,238,232,24,21,0,0
DalaiLama,RETWEET,2011-07-06,130,126,20,19,0,0
